tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-DATA-001,POS transaction lake,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-DATA-001,POS transaction lake,APX-IT-007,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0084,Retail pricing data product,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,85,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0084,Adobe Experience Cloud regional/service component 3,APX-IT-005,Adobe Experience Cloud regional/service component 3,Adobe Experience Cloud regional/service component 3,Blue Yonder Demand Planning regional/service component 4,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0085,Merchandising data product,v4_synthetic_pack,APX-IT-010,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,86,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0085,ServiceNow ITSM regional/service component 3,APX-IT-010,ServiceNow ITSM regional/service component 3,ServiceNow ITSM regional/service component 3,Manhattan Active WMS regional/service component 5,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0086,Omnichannel selling data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,87,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0086,Kronos Workforce Central regional/service component 3,APX-IT-006,Kronos Workforce Central regional/service component 3,Kronos Workforce Central regional/service component 3,ServiceNow ITSM regional/service component 5,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0087,Store operations data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,88,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0087,IBM Sterling OMS regional/service component 4,APX-IT-002,IBM Sterling OMS regional/service component 4,IBM Sterling OMS regional/service component 4,Toshiba POS regional/service component 6,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0088,Inventory accuracy data product,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,89,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0088,Adobe Experience Cloud regional/service component 4,APX-IT-005,Adobe Experience Cloud regional/service component 4,Adobe Experience Cloud regional/service component 4,Snowflake Marketing Data Cloud regional/service component 6,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0089,Customer loyalty data product,v4_synthetic_pack,APX-IT-010,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,90,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0089,ServiceNow ITSM regional/service component 4,APX-IT-010,ServiceNow ITSM regional/service component 4,ServiceNow ITSM regional/service component 4,Adobe Experience Cloud regional/service component 7,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0090,Retail pricing data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,91,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0090,Kronos Workforce Central regional/service component 4,APX-IT-006,Kronos Workforce Central regional/service component 4,Kronos Workforce Central regional/service component 4,Oracle Retail Merchandising regional/service component 8,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0091,Merchandising data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,92,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0091,IBM Sterling OMS regional/service component 5,APX-IT-002,IBM Sterling OMS regional/service component 5,IBM Sterling OMS regional/service component 5,SAP S/4 Finance regional/service component 8,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0092,Omnichannel selling data product,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,93,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0092,Adobe Experience Cloud regional/service component 5,APX-IT-005,Adobe Experience Cloud regional/service component 5,Adobe Experience Cloud regional/service component 5,IBM Sterling OMS regional/service component 9,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0093,Store operations data product,v4_synthetic_pack,APX-IT-010,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,94,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0093,ServiceNow ITSM regional/service component 5,APX-IT-010,ServiceNow ITSM regional/service component 5,ServiceNow ITSM regional/service component 5,Databricks Retail Lakehouse regional/service component 9,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0094,Inventory accuracy data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,95,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0094,Kronos Workforce Central regional/service component 5,APX-IT-006,Kronos Workforce Central regional/service component 5,Kronos Workforce Central regional/service component 5,IBM Sterling OMS,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0095,Customer loyalty data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,96,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0095,IBM Sterling OMS regional/service component 6,APX-IT-002,IBM Sterling OMS regional/service component 6,IBM Sterling OMS regional/service component 6,Databricks Retail Lakehouse,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0096,Retail pricing data product,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,97,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0096,Adobe Experience Cloud regional/service component 6,APX-IT-005,Adobe Experience Cloud regional/service component 6,Adobe Experience Cloud regional/service component 6,Salesforce Commerce Cloud regional/service component 2,0.42,lineage_not_machine_readable
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0097,Merchandising data product,v4_synthetic_pack,APX-IT-010,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,98,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0097,ServiceNow ITSM regional/service component 6,APX-IT-010,ServiceNow ITSM regional/service component 6,ServiceNow ITSM regional/service component 6,Kronos Workforce Central regional/service component 2,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0098,Omnichannel selling data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,99,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0098,Kronos Workforce Central regional/service component 6,APX-IT-006,Kronos Workforce Central regional/service component 6,Kronos Workforce Central regional/service component 6,Blue Yonder Demand Planning regional/service component 3,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0099,Store operations data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,100,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0099,IBM Sterling OMS regional/service component 7,APX-IT-002,IBM Sterling OMS regional/service component 7,IBM Sterling OMS regional/service component 7,Manhattan Active WMS regional/service component 4,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0100,Inventory accuracy data product,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,101,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0100,Adobe Experience Cloud regional/service component 7,APX-IT-005,Adobe Experience Cloud regional/service component 7,Adobe Experience Cloud regional/service component 7,ServiceNow ITSM regional/service component 4,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0101,Customer loyalty data product,v4_synthetic_pack,APX-IT-010,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,102,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0101,ServiceNow ITSM regional/service component 7,APX-IT-010,ServiceNow ITSM regional/service component 7,ServiceNow ITSM regional/service component 7,Toshiba POS regional/service component 5,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0102,Retail pricing data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,103,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0102,Kronos Workforce Central regional/service component 7,APX-IT-006,Kronos Workforce Central regional/service component 7,Kronos Workforce Central regional/service component 7,Snowflake Marketing Data Cloud regional/service component 5,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0103,Merchandising data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,104,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0103,IBM Sterling OMS regional/service component 8,APX-IT-002,IBM Sterling OMS regional/service component 8,IBM Sterling OMS regional/service component 8,Adobe Experience Cloud regional/service component 6,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0104,Omnichannel selling data product,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,105,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0104,Adobe Experience Cloud regional/service component 8,APX-IT-005,Adobe Experience Cloud regional/service component 8,Adobe Experience Cloud regional/service component 8,Oracle Retail Merchandising regional/service component 7,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0105,Store operations data product,v4_synthetic_pack,APX-IT-010,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,106,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0105,ServiceNow ITSM regional/service component 8,APX-IT-010,ServiceNow ITSM regional/service component 8,ServiceNow ITSM regional/service component 8,SAP S/4 Finance regional/service component 7,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0106,Inventory accuracy data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,107,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0106,Kronos Workforce Central regional/service component 8,APX-IT-006,Kronos Workforce Central regional/service component 8,Kronos Workforce Central regional/service component 8,IBM Sterling OMS regional/service component 8,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0107,Customer loyalty data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,108,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0107,IBM Sterling OMS regional/service component 9,APX-IT-002,IBM Sterling OMS regional/service component 9,IBM Sterling OMS regional/service component 9,Databricks Retail Lakehouse regional/service component 8,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0108,Retail pricing data product,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,109,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0108,Adobe Experience Cloud regional/service component 9,APX-IT-005,Adobe Experience Cloud regional/service component 9,Adobe Experience Cloud regional/service component 9,Salesforce Commerce Cloud regional/service component 9,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0109,Merchandising data product,v4_synthetic_pack,APX-IT-010,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,110,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0109,ServiceNow ITSM regional/service component 9,APX-IT-010,ServiceNow ITSM regional/service component 9,ServiceNow ITSM regional/service component 9,Kronos Workforce Central regional/service component 9,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0110,Omnichannel selling data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,111,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0110,Kronos Workforce Central regional/service component 9,APX-IT-006,Kronos Workforce Central regional/service component 9,Kronos Workforce Central regional/service component 9,Salesforce Commerce Cloud,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0111,Store operations data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,112,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0111,Oracle Retail Merchandising,APX-IT-003,Oracle Retail Merchandising,Oracle Retail Merchandising,Kronos Workforce Central,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0112,Inventory accuracy data product,v4_synthetic_pack,APX-IT-001,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,113,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0112,Toshiba POS,APX-IT-001,Toshiba POS,Toshiba POS,Blue Yonder Demand Planning regional/service component 2,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0113,Customer loyalty data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,114,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0113,Blue Yonder Demand Planning,APX-IT-003,Blue Yonder Demand Planning,Blue Yonder Demand Planning,Manhattan Active WMS regional/service component 3,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0114,Retail pricing data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,115,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0114,Databricks Retail Lakehouse,APX-IT-007,Databricks Retail Lakehouse,Databricks Retail Lakehouse,ServiceNow ITSM regional/service component 3,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0115,Merchandising data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,116,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0115,Oracle Retail Merchandising regional/service component 2,APX-IT-003,Oracle Retail Merchandising regional/service component 2,Oracle Retail Merchandising regional/service component 2,Toshiba POS regional/service component 4,0.26,lineage_not_machine_readable
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0116,Omnichannel selling data product,v4_synthetic_pack,APX-IT-001,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,117,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0116,Toshiba POS regional/service component 2,APX-IT-001,Toshiba POS regional/service component 2,Toshiba POS regional/service component 2,Snowflake Marketing Data Cloud regional/service component 4,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0117,Store operations data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,118,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0117,Blue Yonder Demand Planning regional/service component 2,APX-IT-003,Blue Yonder Demand Planning regional/service component 2,Blue Yonder Demand Planning regional/service component 2,Adobe Experience Cloud regional/service component 5,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0118,Inventory accuracy data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,119,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0118,Databricks Retail Lakehouse regional/service component 2,APX-IT-007,Databricks Retail Lakehouse regional/service component 2,Databricks Retail Lakehouse regional/service component 2,Oracle Retail Merchandising regional/service component 6,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0119,Customer loyalty data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,120,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0119,Oracle Retail Merchandising regional/service component 3,APX-IT-003,Oracle Retail Merchandising regional/service component 3,Oracle Retail Merchandising regional/service component 3,SAP S/4 Finance regional/service component 6,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0120,Retail pricing data product,v4_synthetic_pack,APX-IT-001,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,121,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0120,Toshiba POS regional/service component 3,APX-IT-001,Toshiba POS regional/service component 3,Toshiba POS regional/service component 3,IBM Sterling OMS regional/service component 7,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0121,Merchandising data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,122,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0121,Blue Yonder Demand Planning regional/service component 3,APX-IT-003,Blue Yonder Demand Planning regional/service component 3,Blue Yonder Demand Planning regional/service component 3,Databricks Retail Lakehouse regional/service component 7,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-INT-0122,Omnichannel selling data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,123,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INT-0122,Databricks Retail Lakehouse regional/service component 3,APX-IT-007,Databricks Retail Lakehouse regional/service component 3,Databricks Retail Lakehouse regional/service component 3,Salesforce Commerce Cloud regional/service component 8,0.26,none_reported
