data_product_id,name,platform,domain,status,trust_score,notes
DP-00001,Cargo Revenue Data Product 0001,Azure Synapse,Commercial,Pilot,88.4,sources=26; consumers=106; volume_tb=716.2; sensitivity=Restricted
DP-00396,Treasury Data Product 0396,Azure Synapse,Corporate,Pilot,79.6,sources=36; consumers=50; volume_tb=284.1; sensitivity=PII
DP-00397,Corporate Planning Data Product 0397,Azure Synapse,Corporate,Certified,78,sources=29; consumers=51; volume_tb=321.3; sensitivity=Confidential
DP-00398,Crew Scheduling Data Product 0398,Fabric,Operations,Production,91.2,sources=8; consumers=29; volume_tb=927.3; sensitivity=Public
DP-00399,Crew Tracking Data Product 0399,Snowflake,Operations,Beta,85,sources=21; consumers=37; volume_tb=819.2; sensitivity=Public
DP-00400,MRO Procurement Data Product 0400,Databricks,Maintenance,Beta,63.6,sources=11; consumers=99; volume_tb=780.3; sensitivity=Public
DP-00401,Data Governance Data Product 0401,Fabric,Data,Production,85.8,sources=36; consumers=209; volume_tb=140.5; sensitivity=Internal
DP-00402,Real Estate & Facilities Data Product 0402,BigQuery,Corporate,Production,70,sources=37; consumers=159; volume_tb=1040.7; sensitivity=Confidential
DP-00403,Ancillary Revenue Data Product 0403,Fabric,Commercial,Beta,94.4,sources=25; consumers=49; volume_tb=277; sensitivity=Public
DP-00404,Threat Detection Data Product 0404,BigQuery,Security,Deprecated,63.2,sources=19; consumers=11; volume_tb=847.8; sensitivity=Confidential
DP-00405,Real Estate & Facilities Data Product 0405,Databricks,Corporate,Deprecated,74.4,sources=16; consumers=104; volume_tb=1047.4; sensitivity=Internal
DP-00406,Real Estate & Facilities Data Product 0406,Teradata,Corporate,Certified,98.3,sources=33; consumers=142; volume_tb=903.2; sensitivity=PII
DP-00407,Disruption Communication Data Product 0407,Databricks,Customer,Deprecated,62.5,sources=24; consumers=82; volume_tb=985; sensitivity=Confidential
DP-00408,Vulnerability Management Data Product 0408,Azure Synapse,Security,Deprecated,98.7,sources=4; consumers=39; volume_tb=1027.7; sensitivity=PII
DP-00409,Inventory Control Data Product 0409,Databricks,Commercial,Pilot,97.5,sources=13; consumers=21; volume_tb=964.7; sensitivity=Internal
DP-00410,Parts & Inventory Data Product 0410,Azure Synapse,Maintenance,Pilot,80.5,sources=23; consumers=191; volume_tb=176.6; sensitivity=Confidential
DP-00411,Inventory Control Data Product 0411,Snowflake,Commercial,Production,98.2,sources=32; consumers=209; volume_tb=678.2; sensitivity=PII
DP-00412,Crew Scheduling Data Product 0412,Fabric,Operations,Production,86,sources=27; consumers=179; volume_tb=1034.1; sensitivity=Internal
DP-00413,Mobile Experience Data Product 0413,Snowflake,Customer,Production,64.8,sources=27; consumers=101; volume_tb=347.7; sensitivity=Public
DP-00414,Codeshare Management Data Product 0414,BigQuery,Commercial,Production,92.4,sources=13; consumers=115; volume_tb=448.6; sensitivity=Confidential
DP-00415,Cargo Revenue Data Product 0415,BigQuery,Commercial,Certified,64.6,sources=28; consumers=13; volume_tb=665.8; sensitivity=Restricted
DP-00416,Inventory Control Data Product 0416,Databricks,Commercial,Production,93.1,sources=1; consumers=114; volume_tb=185; sensitivity=Restricted
DP-00417,Identity & Access Data Product 0417,Snowflake,Security,Certified,93.9,sources=39; consumers=143; volume_tb=768.8; sensitivity=Public
DP-00418,Line Maintenance Data Product 0418,Teradata,Maintenance,Beta,63.5,sources=23; consumers=33; volume_tb=980.1; sensitivity=Restricted
DP-00419,Weight & Balance Data Product 0419,Databricks,Operations,Pilot,90.4,sources=18; consumers=137; volume_tb=36.5; sensitivity=Public
DP-00420,Maintenance Planning Data Product 0420,Databricks,Maintenance,Pilot,63.6,sources=27; consumers=28; volume_tb=1028.9; sensitivity=Internal
