tenant_key,canonical_evidence_id,evidence_id,related_object_type,related_object_id,evidence_type,evidence_name,owner_role,freshness_state,confidence,source_file,source_row,source_system,source_record_id,as_of_date
meridian-health,EVIDENCE:EVID-BC-MER-037-2026-03,EVID-BC-MER-037-2026-03,monthly_value_observation,VAL-BC-MER-037-2026-03,monthly_metric_extract,BC-MER-037 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,187,AI Portfolio and Business Case Tracker,VAL-BC-MER-037-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-038-2025-09,EVID-BC-MER-038-2025-09,monthly_value_observation,VAL-BC-MER-038-2025-09,monthly_metric_extract,BC-MER-038 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,188,AI Portfolio and Business Case Tracker,VAL-BC-MER-038-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-038-2026-03,EVID-BC-MER-038-2026-03,monthly_value_observation,VAL-BC-MER-038-2026-03,monthly_metric_extract,BC-MER-038 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,189,AI Portfolio and Business Case Tracker,VAL-BC-MER-038-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-039-2025-09,EVID-BC-MER-039-2025-09,monthly_value_observation,VAL-BC-MER-039-2025-09,monthly_metric_extract,BC-MER-039 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,190,AI Portfolio and Business Case Tracker,VAL-BC-MER-039-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-039-2026-03,EVID-BC-MER-039-2026-03,monthly_value_observation,VAL-BC-MER-039-2026-03,monthly_metric_extract,BC-MER-039 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,191,AI Portfolio and Business Case Tracker,VAL-BC-MER-039-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-040-2025-09,EVID-BC-MER-040-2025-09,monthly_value_observation,VAL-BC-MER-040-2025-09,monthly_metric_extract,BC-MER-040 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,192,AI Portfolio and Business Case Tracker,VAL-BC-MER-040-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-040-2026-03,EVID-BC-MER-040-2026-03,monthly_value_observation,VAL-BC-MER-040-2026-03,monthly_metric_extract,BC-MER-040 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,193,AI Portfolio and Business Case Tracker,VAL-BC-MER-040-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-041-2025-09,EVID-BC-MER-041-2025-09,monthly_value_observation,VAL-BC-MER-041-2025-09,monthly_metric_extract,BC-MER-041 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,194,AI Portfolio and Business Case Tracker,VAL-BC-MER-041-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-041-2026-03,EVID-BC-MER-041-2026-03,monthly_value_observation,VAL-BC-MER-041-2026-03,monthly_metric_extract,BC-MER-041 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,195,AI Portfolio and Business Case Tracker,VAL-BC-MER-041-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-042-2025-09,EVID-BC-MER-042-2025-09,monthly_value_observation,VAL-BC-MER-042-2025-09,monthly_metric_extract,BC-MER-042 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,196,AI Portfolio and Business Case Tracker,VAL-BC-MER-042-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-042-2026-03,EVID-BC-MER-042-2026-03,monthly_value_observation,VAL-BC-MER-042-2026-03,monthly_metric_extract,BC-MER-042 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,197,AI Portfolio and Business Case Tracker,VAL-BC-MER-042-2026-03,2026-08-24
