artifact_path,artifact_type,standard_name,tenant_key,layer_or_usage,active_candidate_generated_or_legacy,loader_visible,module_visible,contains_legacy_name,contains_aws_or_databricks,recommended_action,evidence
reports/enterprise-knowledge-layer/home-pressure-proof/harbortrust-fraud-home-pressure.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-pressure-proof/home-knowledge-pressure-proof.html,html,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/enterprise-knowledge-layer/home-pressure-proof/home-vs-knowledge-preview-diff.json,json,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/enterprise-knowledge-layer/home-pressure-proof/meridian-agent-assist-home-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-pressure-proof/meridian-finance-home-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-pressure-proof/summary.json,json,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/enterprise-knowledge-layer/home-pressure-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-preview-proof/disabled-default-home-preview.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-preview-proof/harbortrust-fraud-profile.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-preview-proof/home-knowledge-surface-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-preview-proof/meridian-agent-assist-profile.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-preview-proof/meridian-enterprise-overview.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-preview-proof/meridian-finance-profile.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-preview-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/home-preview-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pack-proof/generic-enterprise-fallback.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pack-proof/harbortrust-fraud-copilot-readiness.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pack-proof/intelligence-context-pack-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pack-proof/meridian-agent-assist-readiness.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pack-proof/meridian-finance-analytics-strategy.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pack-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pack-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/all-question-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/default-vs-knowledge-path-diff.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/generic-vendor-onboarding-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/harbortrust-fraud-pressure.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/intelligence-knowledge-pressure-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/meridian-agent-assist-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/meridian-finance-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/question-readiness.csv,csv,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-pressure-proof/timing.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/disabled-default-runtime.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/generic-vendor-onboarding-runtime.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/harbortrust-fraud-runtime.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/intelligence-runtime-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/meridian-agent-assist-runtime.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/meridian-finance-runtime.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/intelligence-runtime-proof/timing.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/generic-vendor-onboarding-live.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/harbortrust-fraud-live.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/live-preview-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/meridian-agent-assist-live.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/meridian-finance-live.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/screenshots/deterministic-demo-readiness.svg,svg,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/screenshots/deterministic-route-proof.svg,svg,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/live-preview-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/module-preview-proof/flag-isolation.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/module-preview-proof/intelligence-preview-disabled-default.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/module-preview-proof/intelligence-preview-enabled.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/module-preview-proof/knowledge-module-preview-proof.html,html,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/module-preview-proof/moves-preview-disabled-default.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/module-preview-proof/moves-preview-enabled.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/module-preview-proof/summary.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/module-preview-proof/summary.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-pack-proof/generic-vendor-onboarding-fallback.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-pack-proof/harbortrust-fraud-copilot-p2.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-pack-proof/meridian-agent-assist-p2.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-pack-proof/meridian-finance-analytics-p1.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-pack-proof/moves-context-pack-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-pack-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-pack-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-runtime-proof/disabled-default-runtime.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-runtime-proof/generic-vendor-onboarding-p0-runtime.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-runtime-proof/meridian-agent-assist-p2-runtime.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-runtime-proof/meridian-finance-p1-runtime.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-runtime-proof/moves-runtime-context-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-runtime-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/moves-runtime-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/signed-in-preview-proof/generic-vendor-onboarding-cross-module.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/signed-in-preview-proof/harbortrust-fraud-cross-module.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/signed-in-preview-proof/meridian-agent-assist-cross-module.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/signed-in-preview-proof/meridian-finance-cross-module.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/signed-in-preview-proof/signed-in-preview-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/signed-in-preview-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/signed-in-preview-proof/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/default-vs-knowledge-path-diff.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/harbortrust-core-banking-tower-pressure.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/harbortrust-digital-onboarding-tower-pressure.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/harbortrust-fraud-tower-pressure.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/harbortrust-payments-analytics-tower-pressure.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/meridian-agent-assist-tower-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/meridian-finance-tower-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/meridian-lakehouse-tower-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/meridian-managed-services-tower-pressure.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/summary.md,markdown,,,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/tower-knowledge-pressure-proof.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-knowledge-layer/tower-pressure-proof/tower-readiness.csv,csv,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-profile-foundation/latest/all-tenant-profile-audit.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/enterprise-profile-foundation/latest/home-ava-consumption-readiness.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/enterprise-profile-foundation/latest/parsed-enterprise-profile-records.json,json,,meridian-health,report/proof,legacy / must not load,no,no,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/enterprise-profile-foundation/latest/profile-gaps.json,json,,meridian-health,report/proof,legacy / must not load,no,no,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/enterprise-profile-foundation/latest/source-lineage.json,json,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/enterprise-profile-foundation/latest/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/enterprise-profile-foundation/latest/tenant-profile-source-inventory.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/evidence-citations-2026-04-23T17-10-41-067Z.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/evidence-citations-2026-04-23T17-23-41-731Z.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/evidence-citations-2026-04-23T17-25-50-114Z.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/evidence-citations-2026-04-23T17-28-34-908Z.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/evidence-citations-2026-04-23T18-13-59-569Z.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/eval/SUMMARY.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/MODERNIZATION_HARDENING_SUMMARY.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/wave-2/checkpoint.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/wave-2/SUMMARY.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/wave-3/checkpoint.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/wave-4/refined.jsonl,jsonl,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/wave-6/audit.jsonl,jsonl,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/wave-6/critique-final.jsonl,jsonl,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/healthcare-harden/wave-6/new-patterns.jsonl,jsonl,,meridian-health,report/proof,historical doc only,no,no,no,yes,No action,no forbidden legacy term
reports/healthcare-harden/wave-6/SUMMARY.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/home-content-accuracy/latest/home-content-accuracy.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-content-accuracy/latest/home-content-accuracy.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/answerability-view.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/ava-quality.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/candidate-preview-quality.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/context-quality-badges.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/evidence-quality-view.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/gaps-view.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/guardrails.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/relationship-coverage-view.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-data-quality/latest/source-coverage-view.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-english-summary/latest/decision-cautions.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-english-summary/latest/next-data-actions.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-english-summary/latest/safe-to-ask.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-english-summary/latest/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-english-summary/latest/tenant-summary-examples.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-enterprise-knowledge-surface/latest/home-pr1-proof.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-smoke-quality/latest/active-candidate-separation-results.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-smoke-quality/latest/dimension-quality-scores.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-smoke-quality/latest/home-smoke-quality-control.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-smoke-quality/latest/page-tab-results.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-smoke-quality/latest/stale-thin-context-findings.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-smoke-quality/latest/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-smoke-quality/latest/tenant-results.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/ava-scope-summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/context-area-summaries.json,json,,,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/data-quality-summary.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/executive-profile-summaries.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/guardrails.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/home-module-context-snapshots.json,json,,,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/home-summary-control.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/lineage.json,json,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/home-summary-snapshot/latest/skyharbor-module-context-snapshot.json,json,,,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/summary.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/home-summary-snapshot/latest/tenant-profile-headers.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/home-v6-critical-gap-report-final-2026-06-29/file-gaps.csv,csv,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/home-v6-critical-gap-report-final-2026-06-29/file-gaps.json,json,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/home-v6-critical-gap-report-final-2026-06-29/readme.md,markdown,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/home-v6-critical-gap-report-final-2026-06-29/summary.json,json,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/home-v6-projection-final-2026-06-29/readme.md,markdown,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/home-v6-projection-final-2026-06-29/summary.json,json,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/lakeshore-app-demo-readiness-post-vector/lakeshore-app-demo-readiness-2026-06-06T12-25-14-748Z-a94d862db/checks.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/lakeshore-live-intelligence-proof-post-private-vector/lakeshore-live-intelligence-proof-2026-06-06T12-18-34-992Z-5b9abb071/LIVE-ASK-011.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/lakeshore-sentinel-citation-hardening-2026-06-08/final-report.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/lakeshore-sentinel-citation-hardening-2026-06-08/qa-scorecard.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/lakeshore-sentinel-citation-hardening-2026-06-08/qa-scoring-rubric.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/lakeshore-sentinel-citation-hardening-2026-06-08/tenant-isolation-results.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/lakeshore-tower-atlas-post-vector/lakeshore-tower-atlas-federated-qa-2026-06-06T12-29-02-022Z-895c01b3a/routes.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/live-refresh-preflight-20260627/meridian-health.preflight.json,json,,meridian-health,report/proof,legacy / must not load,no,no,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V4
reports/live-refresh-preflight-20260627/static-validation.log,log,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/azure-revision-proof.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/evidence-contract.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/final-report.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/healthcare-safety-results.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/public-health-proof.txt,txt,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/qa-questions.json,json,,meridian-health,report/proof,historical doc only,no,no,no,yes,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/qa-results.jsonl,jsonl,,meridian-health,report/proof,historical doc only,no,no,no,yes,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/qa-scorecard.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/recommended-fixes.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/request-path-map.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,yes,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/screenshots/browser-proof.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/tenant-isolation-raw.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/meridian-sentinel-citation-hardening-2026-06-08/tenant-isolation-results.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
