person_key,team_id,role_family,employment_type,level,location
ROLE-0770,TEAM-HRIS,contractor,SI/contractor,L6,India
ROLE-0771,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,Nearshore
ROLE-0772,TEAM-SAP-CORE,architect,fte,L3,Store field
ROLE-0773,TEAM-ORDER-LEGACY,product,fte,L4,US
ROLE-0774,TEAM-STORE-TECH,scrum_master,fte,L5,India
ROLE-0775,TEAM-COMMERCE,qa,fte,L6,Nearshore
ROLE-0776,TEAM-ORDER-MODERN,security,fte,L2,Store field
ROLE-0777,TEAM-CHECKOUT-DTC,data,fte,L3,US
ROLE-0778,TEAM-DTC-WEB,ops,fte,L4,India
ROLE-0779,TEAM-MOBILE,si_consultant,SI/contractor,L5,Nearshore
ROLE-0780,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,Store field
ROLE-0781,TEAM-DEMAND-PLANNING,engineer,fte,L2,US
ROLE-0782,TEAM-DATA-PLATFORM,architect,fte,L3,India
ROLE-0783,TEAM-PLATFORM-OBS,product,fte,L4,Nearshore
ROLE-0784,TEAM-HRIS,scrum_master,fte,L5,Store field
ROLE-0785,TEAM-MAINFRAME-LEGACY,qa,fte,L6,US
ROLE-0786,TEAM-SAP-CORE,security,fte,L2,India
ROLE-0787,TEAM-ORDER-LEGACY,data,fte,L3,Nearshore
ROLE-0788,TEAM-STORE-TECH,ops,fte,L4,Store field
ROLE-0789,TEAM-COMMERCE,si_consultant,SI/contractor,L5,US
ROLE-0790,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,India
ROLE-0791,TEAM-CHECKOUT-DTC,engineer,fte,L2,Nearshore
ROLE-0792,TEAM-DTC-WEB,architect,fte,L3,Store field
ROLE-0793,TEAM-MOBILE,product,fte,L4,US
ROLE-0794,TEAM-ML-COMMERCE,scrum_master,fte,L5,India
ROLE-0795,TEAM-DEMAND-PLANNING,qa,fte,L6,Nearshore
ROLE-0796,TEAM-DATA-PLATFORM,security,fte,L2,Store field
ROLE-0797,TEAM-PLATFORM-OBS,data,fte,L3,US
ROLE-0798,TEAM-HRIS,ops,fte,L4,India
ROLE-0799,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-0800,TEAM-SAP-CORE,contractor,SI/contractor,L6,Store field
ROLE-0801,TEAM-ORDER-LEGACY,engineer,fte,L2,US
ROLE-0802,TEAM-STORE-TECH,architect,fte,L3,India
ROLE-0803,TEAM-COMMERCE,product,fte,L4,Nearshore
ROLE-0804,TEAM-ORDER-MODERN,scrum_master,fte,L5,Store field
ROLE-0805,TEAM-CHECKOUT-DTC,qa,fte,L6,US
ROLE-0806,TEAM-DTC-WEB,security,fte,L2,India
ROLE-0807,TEAM-MOBILE,data,fte,L3,Nearshore
ROLE-0808,TEAM-ML-COMMERCE,ops,fte,L4,Store field
ROLE-0809,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,US
ROLE-0810,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,India
ROLE-0811,TEAM-PLATFORM-OBS,engineer,fte,L2,Nearshore
ROLE-0812,TEAM-HRIS,architect,fte,L3,Store field
ROLE-0813,TEAM-MAINFRAME-LEGACY,product,fte,L4,US
ROLE-0814,TEAM-SAP-CORE,scrum_master,fte,L5,India
ROLE-0815,TEAM-ORDER-LEGACY,qa,fte,L6,Nearshore
ROLE-0816,TEAM-STORE-TECH,security,fte,L2,Store field
ROLE-0817,TEAM-COMMERCE,data,fte,L3,US
ROLE-0818,TEAM-ORDER-MODERN,ops,fte,L4,India
ROLE-0819,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,Nearshore
ROLE-0820,TEAM-DTC-WEB,contractor,SI/contractor,L6,Store field
ROLE-0821,TEAM-MOBILE,engineer,fte,L2,US
ROLE-0822,TEAM-ML-COMMERCE,architect,fte,L3,India
ROLE-0823,TEAM-DEMAND-PLANNING,product,fte,L4,Nearshore
ROLE-0824,TEAM-DATA-PLATFORM,scrum_master,fte,L5,Store field
ROLE-0825,TEAM-PLATFORM-OBS,qa,fte,L6,US
ROLE-0826,TEAM-HRIS,security,fte,L2,India
ROLE-0827,TEAM-MAINFRAME-LEGACY,data,fte,L3,Nearshore
ROLE-0828,TEAM-SAP-CORE,ops,fte,L4,Store field
ROLE-0829,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0830,TEAM-STORE-TECH,contractor,SI/contractor,L6,India
ROLE-0831,TEAM-COMMERCE,engineer,fte,L2,Nearshore
ROLE-0832,TEAM-ORDER-MODERN,architect,fte,L3,Store field
ROLE-0833,TEAM-CHECKOUT-DTC,product,fte,L4,US
ROLE-0834,TEAM-DTC-WEB,scrum_master,fte,L5,India
ROLE-0835,TEAM-MOBILE,qa,fte,L6,Nearshore
ROLE-0836,TEAM-ML-COMMERCE,security,fte,L2,Store field
ROLE-0837,TEAM-DEMAND-PLANNING,data,fte,L3,US
ROLE-0838,TEAM-DATA-PLATFORM,ops,fte,L4,India
ROLE-0839,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,Nearshore
ROLE-0840,TEAM-HRIS,contractor,SI/contractor,L6,Store field
ROLE-0841,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,US
ROLE-0842,TEAM-SAP-CORE,architect,fte,L3,India
ROLE-0843,TEAM-ORDER-LEGACY,product,fte,L4,Nearshore
ROLE-0844,TEAM-STORE-TECH,scrum_master,fte,L5,Store field
ROLE-0845,TEAM-COMMERCE,qa,fte,L6,US
ROLE-0846,TEAM-ORDER-MODERN,security,fte,L2,India
ROLE-0847,TEAM-CHECKOUT-DTC,data,fte,L3,Nearshore
ROLE-0848,TEAM-DTC-WEB,ops,fte,L4,Store field
ROLE-0849,TEAM-MOBILE,si_consultant,SI/contractor,L5,US
ROLE-0850,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,India
ROLE-0851,TEAM-DEMAND-PLANNING,engineer,fte,L2,Nearshore
ROLE-0852,TEAM-DATA-PLATFORM,architect,fte,L3,Store field
ROLE-0853,TEAM-PLATFORM-OBS,product,fte,L4,US
ROLE-0854,TEAM-HRIS,scrum_master,fte,L5,India
ROLE-0855,TEAM-MAINFRAME-LEGACY,qa,fte,L6,Nearshore
ROLE-0856,TEAM-SAP-CORE,security,fte,L2,Store field
ROLE-0857,TEAM-ORDER-LEGACY,data,fte,L3,US
ROLE-0858,TEAM-STORE-TECH,ops,fte,L4,India
ROLE-0859,TEAM-COMMERCE,si_consultant,SI/contractor,L5,Nearshore
ROLE-0860,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,Store field
ROLE-0861,TEAM-CHECKOUT-DTC,engineer,fte,L2,US
ROLE-0862,TEAM-DTC-WEB,architect,fte,L3,India
ROLE-0863,TEAM-MOBILE,product,fte,L4,Nearshore
ROLE-0864,TEAM-ML-COMMERCE,scrum_master,fte,L5,Store field
ROLE-0865,TEAM-DEMAND-PLANNING,qa,fte,L6,US
ROLE-0866,TEAM-DATA-PLATFORM,security,fte,L2,India
ROLE-0867,TEAM-PLATFORM-OBS,data,fte,L3,Nearshore
ROLE-0868,TEAM-HRIS,ops,fte,L4,Store field
ROLE-0869,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0870,TEAM-SAP-CORE,contractor,SI/contractor,L6,India
ROLE-0871,TEAM-ORDER-LEGACY,engineer,fte,L2,Nearshore
ROLE-0872,TEAM-STORE-TECH,architect,fte,L3,Store field
ROLE-0873,TEAM-COMMERCE,product,fte,L4,US
ROLE-0874,TEAM-ORDER-MODERN,scrum_master,fte,L5,India
ROLE-0875,TEAM-CHECKOUT-DTC,qa,fte,L6,Nearshore
ROLE-0876,TEAM-DTC-WEB,security,fte,L2,Store field
ROLE-0877,TEAM-MOBILE,data,fte,L3,US
ROLE-0878,TEAM-ML-COMMERCE,ops,fte,L4,India
ROLE-0879,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,Nearshore
ROLE-0880,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,Store field
ROLE-0881,TEAM-PLATFORM-OBS,engineer,fte,L2,US
ROLE-0882,TEAM-HRIS,architect,fte,L3,India
ROLE-0883,TEAM-MAINFRAME-LEGACY,product,fte,L4,Nearshore
ROLE-0884,TEAM-SAP-CORE,scrum_master,fte,L5,Store field
ROLE-0885,TEAM-ORDER-LEGACY,qa,fte,L6,US
ROLE-0886,TEAM-STORE-TECH,security,fte,L2,India
ROLE-0887,TEAM-COMMERCE,data,fte,L3,Nearshore
ROLE-0888,TEAM-ORDER-MODERN,ops,fte,L4,Store field
ROLE-0889,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,US
ROLE-0890,TEAM-DTC-WEB,contractor,SI/contractor,L6,India
ROLE-0891,TEAM-MOBILE,engineer,fte,L2,Nearshore
ROLE-0892,TEAM-ML-COMMERCE,architect,fte,L3,Store field
ROLE-0893,TEAM-DEMAND-PLANNING,product,fte,L4,US
ROLE-0894,TEAM-DATA-PLATFORM,scrum_master,fte,L5,India
ROLE-0895,TEAM-PLATFORM-OBS,qa,fte,L6,Nearshore
ROLE-0896,TEAM-HRIS,security,fte,L2,Store field
ROLE-0897,TEAM-MAINFRAME-LEGACY,data,fte,L3,US
ROLE-0898,TEAM-SAP-CORE,ops,fte,L4,India
ROLE-0899,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-0900,TEAM-STORE-TECH,contractor,SI/contractor,L6,Store field
ROLE-0901,TEAM-COMMERCE,engineer,fte,L2,US
ROLE-0902,TEAM-ORDER-MODERN,architect,fte,L3,India
ROLE-0903,TEAM-CHECKOUT-DTC,product,fte,L4,Nearshore
ROLE-0904,TEAM-DTC-WEB,scrum_master,fte,L5,Store field
ROLE-0905,TEAM-MOBILE,qa,fte,L6,US
ROLE-0906,TEAM-ML-COMMERCE,security,fte,L2,India
ROLE-0907,TEAM-DEMAND-PLANNING,data,fte,L3,Nearshore
ROLE-0908,TEAM-DATA-PLATFORM,ops,fte,L4,Store field
ROLE-0909,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,US
ROLE-0910,TEAM-HRIS,contractor,SI/contractor,L6,India
ROLE-0911,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,Nearshore
ROLE-0912,TEAM-SAP-CORE,architect,fte,L3,Store field
ROLE-0913,TEAM-ORDER-LEGACY,product,fte,L4,US
ROLE-0914,TEAM-STORE-TECH,scrum_master,fte,L5,India
ROLE-0915,TEAM-COMMERCE,qa,fte,L6,Nearshore
ROLE-0916,TEAM-ORDER-MODERN,security,fte,L2,Store field
ROLE-0917,TEAM-CHECKOUT-DTC,data,fte,L3,US
ROLE-0918,TEAM-DTC-WEB,ops,fte,L4,India
ROLE-0919,TEAM-MOBILE,si_consultant,SI/contractor,L5,Nearshore
ROLE-0920,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,Store field
ROLE-0921,TEAM-DEMAND-PLANNING,engineer,fte,L2,US
ROLE-0922,TEAM-DATA-PLATFORM,architect,fte,L3,India
ROLE-0923,TEAM-PLATFORM-OBS,product,fte,L4,Nearshore
ROLE-0924,TEAM-HRIS,scrum_master,fte,L5,Store field
ROLE-0925,TEAM-MAINFRAME-LEGACY,qa,fte,L6,US
ROLE-0926,TEAM-SAP-CORE,security,fte,L2,India
ROLE-0927,TEAM-ORDER-LEGACY,data,fte,L3,Nearshore
ROLE-0928,TEAM-STORE-TECH,ops,fte,L4,Store field
ROLE-0929,TEAM-COMMERCE,si_consultant,SI/contractor,L5,US
ROLE-0930,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,India
ROLE-0931,TEAM-CHECKOUT-DTC,engineer,fte,L2,Nearshore
ROLE-0932,TEAM-DTC-WEB,architect,fte,L3,Store field
ROLE-0933,TEAM-MOBILE,product,fte,L4,US
ROLE-0934,TEAM-ML-COMMERCE,scrum_master,fte,L5,India
ROLE-0935,TEAM-DEMAND-PLANNING,qa,fte,L6,Nearshore
ROLE-0936,TEAM-DATA-PLATFORM,security,fte,L2,Store field
ROLE-0937,TEAM-PLATFORM-OBS,data,fte,L3,US
ROLE-0938,TEAM-HRIS,ops,fte,L4,India
ROLE-0939,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-0940,TEAM-SAP-CORE,contractor,SI/contractor,L6,Store field
ROLE-0941,TEAM-ORDER-LEGACY,engineer,fte,L2,US
ROLE-0942,TEAM-STORE-TECH,architect,fte,L3,India
ROLE-0943,TEAM-COMMERCE,product,fte,L4,Nearshore
ROLE-0944,TEAM-ORDER-MODERN,scrum_master,fte,L5,Store field
ROLE-0945,TEAM-CHECKOUT-DTC,qa,fte,L6,US
ROLE-0946,TEAM-DTC-WEB,security,fte,L2,India
ROLE-0947,TEAM-MOBILE,data,fte,L3,Nearshore
ROLE-0948,TEAM-ML-COMMERCE,ops,fte,L4,Store field
ROLE-0949,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,US
ROLE-0950,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,India
ROLE-0951,TEAM-PLATFORM-OBS,engineer,fte,L2,Nearshore
ROLE-0952,TEAM-HRIS,architect,fte,L3,Store field
ROLE-0953,TEAM-MAINFRAME-LEGACY,product,fte,L4,US
ROLE-0954,TEAM-SAP-CORE,scrum_master,fte,L5,India
ROLE-0955,TEAM-ORDER-LEGACY,qa,fte,L6,Nearshore
ROLE-0956,TEAM-STORE-TECH,security,fte,L2,Store field
ROLE-0957,TEAM-COMMERCE,data,fte,L3,US
ROLE-0958,TEAM-ORDER-MODERN,ops,fte,L4,India
ROLE-0959,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,Nearshore
ROLE-0960,TEAM-DTC-WEB,contractor,SI/contractor,L6,Store field
ROLE-0961,TEAM-MOBILE,engineer,fte,L2,US
ROLE-0962,TEAM-ML-COMMERCE,architect,fte,L3,India
ROLE-0963,TEAM-DEMAND-PLANNING,product,fte,L4,Nearshore
ROLE-0964,TEAM-DATA-PLATFORM,scrum_master,fte,L5,Store field
ROLE-0965,TEAM-PLATFORM-OBS,qa,fte,L6,US
ROLE-0966,TEAM-HRIS,security,fte,L2,India
ROLE-0967,TEAM-MAINFRAME-LEGACY,data,fte,L3,Nearshore
ROLE-0968,TEAM-SAP-CORE,ops,fte,L4,Store field
ROLE-0969,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0970,TEAM-STORE-TECH,contractor,SI/contractor,L6,India
ROLE-0971,TEAM-COMMERCE,engineer,fte,L2,Nearshore
ROLE-0972,TEAM-ORDER-MODERN,architect,fte,L3,Store field
ROLE-0973,TEAM-CHECKOUT-DTC,product,fte,L4,US
ROLE-0974,TEAM-DTC-WEB,scrum_master,fte,L5,India
ROLE-0975,TEAM-MOBILE,qa,fte,L6,Nearshore
ROLE-0976,TEAM-ML-COMMERCE,security,fte,L2,Store field
ROLE-0977,TEAM-DEMAND-PLANNING,data,fte,L3,US
ROLE-0978,TEAM-DATA-PLATFORM,ops,fte,L4,India
ROLE-0979,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,Nearshore
ROLE-0980,TEAM-HRIS,contractor,SI/contractor,L6,Store field
ROLE-0981,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,US
ROLE-0982,TEAM-SAP-CORE,architect,fte,L3,India
ROLE-0983,TEAM-ORDER-LEGACY,product,fte,L4,Nearshore
ROLE-0984,TEAM-STORE-TECH,scrum_master,fte,L5,Store field
ROLE-0985,TEAM-COMMERCE,qa,fte,L6,US
ROLE-0986,TEAM-ORDER-MODERN,security,fte,L2,India
ROLE-0987,TEAM-CHECKOUT-DTC,data,fte,L3,Nearshore
ROLE-0988,TEAM-DTC-WEB,ops,fte,L4,Store field
ROLE-0989,TEAM-MOBILE,si_consultant,SI/contractor,L5,US
ROLE-0990,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,India
ROLE-0991,TEAM-DEMAND-PLANNING,engineer,fte,L2,Nearshore
ROLE-0992,TEAM-DATA-PLATFORM,architect,fte,L3,Store field
ROLE-0993,TEAM-PLATFORM-OBS,product,fte,L4,US
ROLE-0994,TEAM-HRIS,scrum_master,fte,L5,India
ROLE-0995,TEAM-MAINFRAME-LEGACY,qa,fte,L6,Nearshore
ROLE-0996,TEAM-SAP-CORE,security,fte,L2,Store field
ROLE-0997,TEAM-ORDER-LEGACY,data,fte,L3,US
ROLE-0998,TEAM-STORE-TECH,ops,fte,L4,India
ROLE-0999,TEAM-COMMERCE,si_consultant,SI/contractor,L5,Nearshore
ROLE-1000,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,Store field
ROLE-1001,TEAM-CHECKOUT-DTC,engineer,fte,L2,US
ROLE-1002,TEAM-DTC-WEB,architect,fte,L3,India
ROLE-1003,TEAM-MOBILE,product,fte,L4,Nearshore
ROLE-1004,TEAM-ML-COMMERCE,scrum_master,fte,L5,Store field
ROLE-1005,TEAM-DEMAND-PLANNING,qa,fte,L6,US
ROLE-1006,TEAM-DATA-PLATFORM,security,fte,L2,India
ROLE-1007,TEAM-PLATFORM-OBS,data,fte,L3,Nearshore
ROLE-1008,TEAM-HRIS,ops,fte,L4,Store field
ROLE-1009,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-1010,TEAM-SAP-CORE,contractor,SI/contractor,L6,India
ROLE-1011,TEAM-ORDER-LEGACY,engineer,fte,L2,Nearshore
ROLE-1012,TEAM-STORE-TECH,architect,fte,L3,Store field
ROLE-1013,TEAM-COMMERCE,product,fte,L4,US
ROLE-1014,TEAM-ORDER-MODERN,scrum_master,fte,L5,India
ROLE-1015,TEAM-CHECKOUT-DTC,qa,fte,L6,Nearshore
ROLE-1016,TEAM-DTC-WEB,security,fte,L2,Store field
ROLE-1017,TEAM-MOBILE,data,fte,L3,US
ROLE-1018,TEAM-ML-COMMERCE,ops,fte,L4,India
ROLE-1019,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,Nearshore
ROLE-1020,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,Store field
ROLE-1021,TEAM-PLATFORM-OBS,engineer,fte,L2,US
ROLE-1022,TEAM-HRIS,architect,fte,L3,India
ROLE-1023,TEAM-MAINFRAME-LEGACY,product,fte,L4,Nearshore
ROLE-1024,TEAM-SAP-CORE,scrum_master,fte,L5,Store field
ROLE-1025,TEAM-ORDER-LEGACY,qa,fte,L6,US
ROLE-1026,TEAM-STORE-TECH,security,fte,L2,India
ROLE-1027,TEAM-COMMERCE,data,fte,L3,Nearshore
ROLE-1028,TEAM-ORDER-MODERN,ops,fte,L4,Store field
ROLE-1029,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,US
ROLE-1030,TEAM-DTC-WEB,contractor,SI/contractor,L6,India
ROLE-1031,TEAM-MOBILE,engineer,fte,L2,Nearshore
ROLE-1032,TEAM-ML-COMMERCE,architect,fte,L3,Store field
ROLE-1033,TEAM-DEMAND-PLANNING,product,fte,L4,US
ROLE-1034,TEAM-DATA-PLATFORM,scrum_master,fte,L5,India
ROLE-1035,TEAM-PLATFORM-OBS,qa,fte,L6,Nearshore
ROLE-1036,TEAM-HRIS,security,fte,L2,Store field
ROLE-1037,TEAM-MAINFRAME-LEGACY,data,fte,L3,US
ROLE-1038,TEAM-SAP-CORE,ops,fte,L4,India
ROLE-1039,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-1040,TEAM-STORE-TECH,contractor,SI/contractor,L6,Store field
ROLE-1041,TEAM-COMMERCE,engineer,fte,L2,US
ROLE-1042,TEAM-ORDER-MODERN,architect,fte,L3,India
ROLE-1043,TEAM-CHECKOUT-DTC,product,fte,L4,Nearshore
ROLE-1044,TEAM-DTC-WEB,scrum_master,fte,L5,Store field
ROLE-1045,TEAM-MOBILE,qa,fte,L6,US
ROLE-1046,TEAM-ML-COMMERCE,security,fte,L2,India
ROLE-1047,TEAM-DEMAND-PLANNING,data,fte,L3,Nearshore
ROLE-1048,TEAM-DATA-PLATFORM,ops,fte,L4,Store field
ROLE-1049,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,US
ROLE-1050,TEAM-HRIS,contractor,SI/contractor,L6,India
ROLE-1051,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,Nearshore
ROLE-1052,TEAM-SAP-CORE,architect,fte,L3,Store field
ROLE-1053,TEAM-ORDER-LEGACY,product,fte,L4,US
ROLE-1054,TEAM-STORE-TECH,scrum_master,fte,L5,India
ROLE-1055,TEAM-COMMERCE,qa,fte,L6,Nearshore
ROLE-1056,TEAM-ORDER-MODERN,security,fte,L2,Store field
ROLE-1057,TEAM-CHECKOUT-DTC,data,fte,L3,US
ROLE-1058,TEAM-DTC-WEB,ops,fte,L4,India
ROLE-1059,TEAM-MOBILE,si_consultant,SI/contractor,L5,Nearshore
ROLE-1060,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,Store field
ROLE-1061,TEAM-DEMAND-PLANNING,engineer,fte,L2,US
ROLE-1062,TEAM-DATA-PLATFORM,architect,fte,L3,India
ROLE-1063,TEAM-PLATFORM-OBS,product,fte,L4,Nearshore
ROLE-1064,TEAM-HRIS,scrum_master,fte,L5,Store field
ROLE-1065,TEAM-MAINFRAME-LEGACY,qa,fte,L6,US
ROLE-1066,TEAM-SAP-CORE,security,fte,L2,India
ROLE-1067,TEAM-ORDER-LEGACY,data,fte,L3,Nearshore
ROLE-1068,TEAM-STORE-TECH,ops,fte,L4,Store field
ROLE-1069,TEAM-COMMERCE,si_consultant,SI/contractor,L5,US
ROLE-1070,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,India
ROLE-1071,TEAM-CHECKOUT-DTC,engineer,fte,L2,Nearshore
ROLE-1072,TEAM-DTC-WEB,architect,fte,L3,Store field
ROLE-1073,TEAM-MOBILE,product,fte,L4,US
ROLE-1074,TEAM-ML-COMMERCE,scrum_master,fte,L5,India
ROLE-1075,TEAM-DEMAND-PLANNING,qa,fte,L6,Nearshore
ROLE-1076,TEAM-DATA-PLATFORM,security,fte,L2,Store field
ROLE-1077,TEAM-PLATFORM-OBS,data,fte,L3,US
ROLE-1078,TEAM-HRIS,ops,fte,L4,India
ROLE-1079,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-1080,TEAM-SAP-CORE,contractor,SI/contractor,L6,Store field
ROLE-1081,TEAM-ORDER-LEGACY,engineer,fte,L2,US
ROLE-1082,TEAM-STORE-TECH,architect,fte,L3,India
ROLE-1083,TEAM-COMMERCE,product,fte,L4,Nearshore
ROLE-1084,TEAM-ORDER-MODERN,scrum_master,fte,L5,Store field
ROLE-1085,TEAM-CHECKOUT-DTC,qa,fte,L6,US
ROLE-1086,TEAM-DTC-WEB,security,fte,L2,India
ROLE-1087,TEAM-MOBILE,data,fte,L3,Nearshore
ROLE-1088,TEAM-ML-COMMERCE,ops,fte,L4,Store field
ROLE-1089,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,US
ROLE-1090,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,India
ROLE-1091,TEAM-PLATFORM-OBS,engineer,fte,L2,Nearshore
ROLE-1092,TEAM-HRIS,architect,fte,L3,Store field
ROLE-1093,TEAM-MAINFRAME-LEGACY,product,fte,L4,US
ROLE-1094,TEAM-SAP-CORE,scrum_master,fte,L5,India
ROLE-1095,TEAM-ORDER-LEGACY,qa,fte,L6,Nearshore
ROLE-1096,TEAM-STORE-TECH,security,fte,L2,Store field
ROLE-1097,TEAM-COMMERCE,data,fte,L3,US
ROLE-1098,TEAM-ORDER-MODERN,ops,fte,L4,India
ROLE-1099,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,Nearshore
ROLE-1100,TEAM-DTC-WEB,contractor,SI/contractor,L6,Store field
ROLE-1101,TEAM-MOBILE,engineer,fte,L2,US
ROLE-1102,TEAM-ML-COMMERCE,architect,fte,L3,India
ROLE-1103,TEAM-DEMAND-PLANNING,product,fte,L4,Nearshore
ROLE-1104,TEAM-DATA-PLATFORM,scrum_master,fte,L5,Store field
ROLE-1105,TEAM-PLATFORM-OBS,qa,fte,L6,US
ROLE-1106,TEAM-HRIS,security,fte,L2,India
ROLE-1107,TEAM-MAINFRAME-LEGACY,data,fte,L3,Nearshore
ROLE-1108,TEAM-SAP-CORE,ops,fte,L4,Store field
ROLE-1109,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-1110,TEAM-STORE-TECH,contractor,SI/contractor,L6,India
ROLE-1111,TEAM-COMMERCE,engineer,fte,L2,Nearshore
ROLE-1112,TEAM-ORDER-MODERN,architect,fte,L3,Store field
ROLE-1113,TEAM-CHECKOUT-DTC,product,fte,L4,US
ROLE-1114,TEAM-DTC-WEB,scrum_master,fte,L5,India
ROLE-1115,TEAM-MOBILE,qa,fte,L6,Nearshore
ROLE-1116,TEAM-ML-COMMERCE,security,fte,L2,Store field
ROLE-1117,TEAM-DEMAND-PLANNING,data,fte,L3,US
ROLE-1118,TEAM-DATA-PLATFORM,ops,fte,L4,India
ROLE-1119,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,Nearshore
ROLE-1120,TEAM-HRIS,contractor,SI/contractor,L6,Store field
ROLE-1121,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,US
ROLE-1122,TEAM-SAP-CORE,architect,fte,L3,India
ROLE-1123,TEAM-ORDER-LEGACY,product,fte,L4,Nearshore
ROLE-1124,TEAM-STORE-TECH,scrum_master,fte,L5,Store field
ROLE-1125,TEAM-COMMERCE,qa,fte,L6,US
ROLE-1126,TEAM-ORDER-MODERN,security,fte,L2,India
ROLE-1127,TEAM-CHECKOUT-DTC,data,fte,L3,Nearshore
ROLE-1128,TEAM-DTC-WEB,ops,fte,L4,Store field
ROLE-1129,TEAM-MOBILE,si_consultant,SI/contractor,L5,US
ROLE-1130,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,India
ROLE-1131,TEAM-DEMAND-PLANNING,engineer,fte,L2,Nearshore
ROLE-1132,TEAM-DATA-PLATFORM,architect,fte,L3,Store field
ROLE-1133,TEAM-PLATFORM-OBS,product,fte,L4,US
ROLE-1134,TEAM-HRIS,scrum_master,fte,L5,India
ROLE-1135,TEAM-MAINFRAME-LEGACY,qa,fte,L6,Nearshore
ROLE-1136,TEAM-SAP-CORE,security,fte,L2,Store field
ROLE-1137,TEAM-ORDER-LEGACY,data,fte,L3,US
ROLE-1138,TEAM-STORE-TECH,ops,fte,L4,India
ROLE-1139,TEAM-COMMERCE,si_consultant,SI/contractor,L5,Nearshore
ROLE-1140,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,Store field
ROLE-1141,TEAM-CHECKOUT-DTC,engineer,fte,L2,US
ROLE-1142,TEAM-DTC-WEB,architect,fte,L3,India
ROLE-1143,TEAM-MOBILE,product,fte,L4,Nearshore
ROLE-1144,TEAM-ML-COMMERCE,scrum_master,fte,L5,Store field
ROLE-1145,TEAM-DEMAND-PLANNING,qa,fte,L6,US
ROLE-1146,TEAM-DATA-PLATFORM,security,fte,L2,India
ROLE-1147,TEAM-PLATFORM-OBS,data,fte,L3,Nearshore
ROLE-1148,TEAM-HRIS,ops,fte,L4,Store field
ROLE-1149,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-1150,TEAM-SAP-CORE,contractor,SI/contractor,L6,India
ROLE-1151,TEAM-ORDER-LEGACY,engineer,fte,L2,Nearshore
ROLE-1152,TEAM-STORE-TECH,architect,fte,L3,Store field
ROLE-1153,TEAM-COMMERCE,product,fte,L4,US
ROLE-1154,TEAM-ORDER-MODERN,scrum_master,fte,L5,India
