tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,crew scheduling platform platform 001,application platform,SaaS,primary region,crew scheduling platform; API gateway,CTO,critical,current core,850 aircraft/station/domain planning marker,PCI; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00001,SHA-EVID-03601,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00001,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management platform platform 132,data platform,cloud,recovery region,revenue management platform; event broker,Chief people officer,medium,modernization candidate,981 aircraft/station/domain planning marker,operational resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00132,SHA-EVID-03732,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00132,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty platform platform 133,integration platform,managed hosting,primary region,loyalty platform; warehouse,Transformation office lead,high,target state not certified,982 aircraft/station/domain planning marker,crew and legal constraints; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00133,SHA-EVID-03733,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00133,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ecommerce and mobile app platform 134,security platform,hybrid,secondary region,ecommerce and mobile app; observability,Experience leader,medium,rationalize candidate,983 aircraft/station/domain planning marker,DOT customer obligations; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00134,SHA-EVID-03734,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00134,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,customer CRM platform 135,resilience platform,on-premises,main operations region,customer CRM; identity,Business unit president,medium,extend with controls,984 aircraft/station/domain planning marker,data privacy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00135,SHA-EVID-03735,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00135,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,contact center platform platform 136,application platform,SaaS,recovery region,contact center platform; API gateway,Contact center leader,critical,current core,985 aircraft/station/domain planning marker,PCI; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00136,SHA-EVID-03736,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00136,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,baggage tracking platform platform 137,data platform,cloud,primary region,baggage tracking platform; event broker,Operations leader,medium,modernization candidate,986 aircraft/station/domain planning marker,cyber risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00137,SHA-EVID-03737,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00137,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,fuel management platform platform 138,integration platform,managed hosting,secondary region,fuel management platform; warehouse,Chief architect,medium,target state not certified,987 aircraft/station/domain planning marker,identity and access; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00138,SHA-EVID-03738,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00138,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ERP and finance platform platform 139,security platform,hybrid,main operations region,ERP and finance platform; observability,Application owner,high,rationalize candidate,988 aircraft/station/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00139,SHA-EVID-03739,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00139,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airline data lakehouse platform 140,resilience platform,on-premises,recovery region,airline data lakehouse; identity,ITSM leader,medium,extend with controls,989 aircraft/station/domain planning marker,model explainability; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00140,SHA-EVID-03740,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00140,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,identity and access management platform 141,application platform,SaaS,primary region,identity and access management; API gateway,CEO,critical,current core,990 aircraft/station/domain planning marker,human-in-the-loop operations; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00141,SHA-EVID-03741,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00141,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,service management platform platform 142,data platform,cloud,secondary region,service management platform; event broker,CFO,high,modernization candidate,991 aircraft/station/domain planning marker,incident response; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00142,SHA-EVID-03742,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00142,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,passenger service system platform 143,integration platform,managed hosting,main operations region,passenger service system; warehouse,COO,medium,target state not certified,992 aircraft/station/domain planning marker,airport-local operating variation; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00143,SHA-EVID-03743,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00143,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,departure control system platform 144,security platform,hybrid,recovery region,departure control system; observability,CIO,medium,rationalize candidate,993 aircraft/station/domain planning marker,reservation-system dependency; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00144,SHA-EVID-03744,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00144,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,crew scheduling platform platform 145,resilience platform,on-premises,primary region,crew scheduling platform; identity,CTO,high,extend with controls,994 aircraft/station/domain planning marker,cloud resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00145,SHA-EVID-03745,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00145,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,flight planning platform platform 146,application platform,SaaS,secondary region,flight planning platform; API gateway,CDAO,critical,current core,995 aircraft/station/domain planning marker,safety criticality; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00146,SHA-EVID-03746,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00146,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,operations control and IROPS platform platform 147,data platform,cloud,main operations region,operations control and IROPS platform; event broker,CISO,medium,modernization candidate,996 aircraft/station/domain planning marker,operational resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00147,SHA-EVID-03747,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00147,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,maintenance and MRO platform platform 148,integration platform,managed hosting,recovery region,maintenance and MRO platform; warehouse,Chief compliance officer,high,target state not certified,997 aircraft/station/domain planning marker,crew and legal constraints; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00148,SHA-EVID-03748,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00148,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,cargo management platform platform 149,security platform,hybrid,primary region,cargo management platform; observability,Chief procurement officer,medium,rationalize candidate,998 aircraft/station/domain planning marker,DOT customer obligations; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00149,SHA-EVID-03749,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00149,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management platform platform 150,resilience platform,on-premises,secondary region,revenue management platform; identity,Chief people officer,medium,extend with controls,999 aircraft/station/domain planning marker,data privacy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00150,SHA-EVID-03750,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00150,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty platform platform 151,application platform,SaaS,main operations region,loyalty platform; API gateway,Transformation office lead,critical,current core,1000 aircraft/station/domain planning marker,PCI; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00151,SHA-EVID-03751,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00151,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ecommerce and mobile app platform 152,data platform,cloud,recovery region,ecommerce and mobile app; event broker,Experience leader,medium,modernization candidate,1001 aircraft/station/domain planning marker,cyber risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00152,SHA-EVID-03752,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00152,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,customer CRM platform 153,integration platform,managed hosting,primary region,customer CRM; warehouse,Business unit president,medium,target state not certified,1002 aircraft/station/domain planning marker,identity and access; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00153,SHA-EVID-03753,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00153,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,contact center platform platform 154,security platform,hybrid,secondary region,contact center platform; observability,Contact center leader,high,rationalize candidate,1003 aircraft/station/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00154,SHA-EVID-03754,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00154,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,baggage tracking platform platform 155,resilience platform,on-premises,main operations region,baggage tracking platform; identity,Operations leader,medium,extend with controls,1004 aircraft/station/domain planning marker,model explainability; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00155,SHA-EVID-03755,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00155,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,fuel management platform platform 156,application platform,SaaS,recovery region,fuel management platform; API gateway,Chief architect,critical,current core,1005 aircraft/station/domain planning marker,human-in-the-loop operations; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00156,SHA-EVID-03756,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00156,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ERP and finance platform platform 157,data platform,cloud,primary region,ERP and finance platform; event broker,Application owner,high,modernization candidate,1006 aircraft/station/domain planning marker,incident response; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00157,SHA-EVID-03757,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00157,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airline data lakehouse platform 158,integration platform,managed hosting,secondary region,airline data lakehouse; warehouse,ITSM leader,medium,target state not certified,1007 aircraft/station/domain planning marker,airport-local operating variation; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00158,SHA-EVID-03758,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00158,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,identity and access management platform 159,security platform,hybrid,main operations region,identity and access management; observability,CEO,medium,rationalize candidate,1008 aircraft/station/domain planning marker,reservation-system dependency; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00159,SHA-EVID-03759,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00159,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,service management platform platform 160,resilience platform,on-premises,recovery region,service management platform; identity,CFO,high,extend with controls,1009 aircraft/station/domain planning marker,cloud resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00160,SHA-EVID-03760,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00160,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,passenger service system platform 161,application platform,SaaS,primary region,passenger service system; API gateway,COO,critical,current core,1010 aircraft/station/domain planning marker,safety criticality; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00161,SHA-EVID-03761,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00161,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,departure control system platform 162,data platform,cloud,secondary region,departure control system; event broker,CIO,medium,modernization candidate,1011 aircraft/station/domain planning marker,operational resilience; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00162,SHA-EVID-03762,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00162,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
