fact_key,measure,view,scope,basis,period,value_numeric,source_key,source_row,attributes
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0119::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0119,"{""evidence_id"":""MER-SA07-INT-EVID-0119"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0119"",""use_case"":""Contact Center / Member Service Operations: Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0120::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0120,"{""evidence_id"":""MER-SA07-INT-EVID-0120"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0120"",""use_case"":""Contact Center / Member Service Operations: Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0121::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0121,"{""evidence_id"":""MER-SA07-INT-EVID-0121"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0121"",""use_case"":""Privacy / Compliance / Legal: Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0122::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0122,"{""evidence_id"":""MER-SA07-INT-EVID-0122"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0122"",""use_case"":""Privacy / Compliance / Legal: End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0123::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0123,"{""evidence_id"":""MER-SA07-INT-EVID-0123"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0123"",""use_case"":""Privacy / Compliance / Legal: Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0124::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0124,"{""evidence_id"":""MER-SA07-INT-EVID-0124"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0124"",""use_case"":""Privacy / Compliance / Legal: Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0125::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0125,"{""evidence_id"":""MER-SA07-INT-EVID-0125"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0125"",""use_case"":""Privacy / Compliance / Legal: Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0126::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0126,"{""evidence_id"":""MER-SA07-INT-EVID-0126"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0126"",""use_case"":""Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0127::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0127,"{""evidence_id"":""MER-SA07-INT-EVID-0127"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0127"",""use_case"":""Privacy / Compliance / Legal: Call center optimization"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0128::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0128,"{""evidence_id"":""MER-SA07-INT-EVID-0128"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0128"",""use_case"":""Privacy / Compliance / Legal: Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0129::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0129,"{""evidence_id"":""MER-SA07-INT-EVID-0129"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0129"",""use_case"":""Privacy / Compliance / Legal: End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0130::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0130,"{""evidence_id"":""MER-SA07-INT-EVID-0130"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0130"",""use_case"":""Privacy / Compliance / Legal: Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0131::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0131,"{""evidence_id"":""MER-SA07-INT-EVID-0131"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0131"",""use_case"":""Privacy / Compliance / Legal: Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0132::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0132,"{""evidence_id"":""MER-SA07-INT-EVID-0132"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0132"",""use_case"":""Privacy / Compliance / Legal: Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0133::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0133,"{""evidence_id"":""MER-SA07-INT-EVID-0133"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0133"",""use_case"":""CISO / Security: End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0134::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0134,"{""evidence_id"":""MER-SA07-INT-EVID-0134"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0134"",""use_case"":""CISO / Security: Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0135::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0135,"{""evidence_id"":""MER-SA07-INT-EVID-0135"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0135"",""use_case"":""CISO / Security: Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0136::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0136,"{""evidence_id"":""MER-SA07-INT-EVID-0136"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0136"",""use_case"":""CISO / Security: Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0137::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0137,"{""evidence_id"":""MER-SA07-INT-EVID-0137"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0137"",""use_case"":""CISO / Security: Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0138::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0138,"{""evidence_id"":""MER-SA07-INT-EVID-0138"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0138"",""use_case"":""CISO / Security: Call center optimization"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0139::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0139,"{""evidence_id"":""MER-SA07-INT-EVID-0139"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0139"",""use_case"":""CISO / Security: Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0140::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0140,"{""evidence_id"":""MER-SA07-INT-EVID-0140"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0140"",""use_case"":""CISO / Security: End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0141::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0141,"{""evidence_id"":""MER-SA07-INT-EVID-0141"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0141"",""use_case"":""CISO / Security: Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0142::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0142,"{""evidence_id"":""MER-SA07-INT-EVID-0142"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0142"",""use_case"":""CISO / Security: Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0143::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0143,"{""evidence_id"":""MER-SA07-INT-EVID-0143"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0143"",""use_case"":""CISO / Security: Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0144::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0144,"{""evidence_id"":""MER-SA07-INT-EVID-0144"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0144"",""use_case"":""CISO / Security: Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0145::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0145,"{""evidence_id"":""MER-SA07-INT-EVID-0145"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0145"",""use_case"":""Enterprise Architecture: Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0146::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0146,"{""evidence_id"":""MER-SA07-INT-EVID-0146"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0146"",""use_case"":""Enterprise Architecture: Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0147::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0147,"{""evidence_id"":""MER-SA07-INT-EVID-0147"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0147"",""use_case"":""Enterprise Architecture: Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0148::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0148,"{""evidence_id"":""MER-SA07-INT-EVID-0148"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0148"",""use_case"":""Enterprise Architecture: Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0149::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0149,"{""evidence_id"":""MER-SA07-INT-EVID-0149"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0149"",""use_case"":""Enterprise Architecture: Call center optimization"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0150::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0150,"{""evidence_id"":""MER-SA07-INT-EVID-0150"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0150"",""use_case"":""Enterprise Architecture: Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0151::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0151,"{""evidence_id"":""MER-SA07-INT-EVID-0151"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0151"",""use_case"":""Enterprise Architecture: End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0152::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0152,"{""evidence_id"":""MER-SA07-INT-EVID-0152"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0152"",""use_case"":""Enterprise Architecture: Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
