ai_portfolio_key,tenant_key,item_name,item_kind,vendor_name,system_name,ai_spend_type,ai_spend_category,funding_status,decision_lane,approved_funding_usd,ai_tagged_spend_usd,promised_value_usd,finance_validated_value_usd,usage_metric,usage_actual,adoption_rate_pct,value_score,readiness_score,risk_score,duplicate_risk,value_claim_status,tower_claim_allowed,caveat,source_file,source_row
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0095::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0095
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0096::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0096
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0097::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0097
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0098::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0098
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0099::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0099
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0100::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0100
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0101::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0101
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0102::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0102
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0103::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0103
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0104::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0104
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0105::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0105
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0106::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0106
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0107::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0107
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0108::moves-business-case-before-funding,meridian-health,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0108
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0109::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0109
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0110::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0110
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0111::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0111
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0112::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0112
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0113::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0113
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0114::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0114
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0115::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0115
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0116::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0116
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0117::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0117
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0118::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0118
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0119::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0119
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0120::moves-business-case-before-funding,meridian-health,Contact Center / Member Service Operations: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0120
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0121::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0121
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0122::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0122
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0123::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0123
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0124::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0124
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0125::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0125
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0126::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0126
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0127::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0127
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0128::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0128
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0129::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0129
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0130::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0130
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0131::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0131
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0132::moves-business-case-before-funding,meridian-health,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0132
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0133::moves-business-case-before-funding,meridian-health,CISO / Security: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0133
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0134::moves-business-case-before-funding,meridian-health,CISO / Security: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0134
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0135::moves-business-case-before-funding,meridian-health,CISO / Security: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0135
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0136::moves-business-case-before-funding,meridian-health,CISO / Security: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0136
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0137::moves-business-case-before-funding,meridian-health,CISO / Security: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0137
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0138::moves-business-case-before-funding,meridian-health,CISO / Security: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0138
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0139::moves-business-case-before-funding,meridian-health,CISO / Security: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0139
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0140::moves-business-case-before-funding,meridian-health,CISO / Security: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0140
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0141::moves-business-case-before-funding,meridian-health,CISO / Security: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0141
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0142::moves-business-case-before-funding,meridian-health,CISO / Security: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0142
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0143::moves-business-case-before-funding,meridian-health,CISO / Security: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0143
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0144::moves-business-case-before-funding,meridian-health,CISO / Security: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0144
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0145::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0145
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0146::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0146
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0147::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0147
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0148::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0148
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0149::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0149
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0150::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0150
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0151::moves-business-case-before-funding,meridian-health,Enterprise Architecture: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0151
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0152::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0152
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0153::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0153
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0154::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0154
