tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,spend_id,amount_usd,amount_type,owner,program_id,vendor_id,system_id,committed_vs_discretionary,renewal_or_gate_date,value_linkage,unit_economics
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0043,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,44,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0043,43,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0043,VDR-00083,SYS-0083,run_cost,2029-04-04,MERIDIANHEALTH-MET-0043,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0044,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,45,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0044,44,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0044,VDR-00084,SYS-0084,productivity,2029-04-15,MERIDIANHEALTH-MET-0044,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0045,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,46,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0045,45,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0045,VDR-00085,SYS-0085,productivity,2029-04-26,MERIDIANHEALTH-MET-0045,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0046,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,47,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0046,46,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0046,VDR-00086,SYS-0086,run_cost,2029-05-07,MERIDIANHEALTH-MET-0046,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0047,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,48,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0047,47,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0047,VDR-00087,SYS-0087,productivity,2029-05-18,MERIDIANHEALTH-MET-0047,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0048,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,49,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0048,48,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0048,VDR-00088,SYS-0088,productivity,2029-05-29,MERIDIANHEALTH-MET-0048,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0049,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,50,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0049,49,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0049,VDR-00089,SYS-0089,run_cost,2029-06-09,MERIDIANHEALTH-MET-0049,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0050,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,51,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0050,50,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0050,VDR-00090,SYS-0090,productivity,2029-06-20,MERIDIANHEALTH-MET-0050,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0051,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,52,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0051,51,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0051,VDR-00091,SYS-0091,productivity,2029-07-01,MERIDIANHEALTH-MET-0051,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0052,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,53,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0052,52,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0052,VDR-00092,SYS-0092,run_cost,2029-07-12,MERIDIANHEALTH-MET-0052,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0053,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,54,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0053,53,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0053,VDR-00093,SYS-0093,productivity,2029-07-23,MERIDIANHEALTH-MET-0053,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0054,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,55,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0054,54,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0054,VDR-00094,SYS-0094,productivity,2029-08-03,MERIDIANHEALTH-MET-0054,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0055,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,56,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0055,55,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0055,VDR-00095,SYS-0095,run_cost,2029-08-14,MERIDIANHEALTH-MET-0055,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0056,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,57,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0056,56,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0056,VDR-00096,SYS-0096,productivity,2029-08-25,MERIDIANHEALTH-MET-0056,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0057,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,58,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0057,57,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0057,VDR-00097,SYS-0097,productivity,2029-09-05,MERIDIANHEALTH-MET-0057,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0058,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,59,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0058,58,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0058,VDR-00098,SYS-0098,run_cost,2029-09-16,MERIDIANHEALTH-MET-0058,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0059,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,60,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0059,30,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0059,VDR-00099,SYS-0099,productivity,2029-09-27,MERIDIANHEALTH-MET-0059,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0060,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,61,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0060,31,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0060,VDR-00100,SYS-0100,productivity,2029-10-08,MERIDIANHEALTH-MET-0060,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0061,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,62,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0061,32,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0061,VDR-00101,SYS-0101,run_cost,2029-10-19,MERIDIANHEALTH-MET-0061,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0062,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,63,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0062,33,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0062,VDR-00102,SYS-0102,productivity,2029-10-30,MERIDIANHEALTH-MET-0062,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0063,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,64,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0063,34,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0063,VDR-00103,SYS-0103,productivity,2029-11-10,MERIDIANHEALTH-MET-0063,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0064,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,65,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0064,35,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0064,VDR-00104,SYS-0104,run_cost,2029-11-21,MERIDIANHEALTH-MET-0064,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0065,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,66,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0065,36,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0065,VDR-00105,SYS-0105,productivity,2029-12-02,MERIDIANHEALTH-MET-0065,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0066,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,67,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0066,37,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0066,VDR-00106,SYS-0106,productivity,2029-12-13,MERIDIANHEALTH-MET-0066,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0067,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,68,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0067,38,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0067,VDR-00107,SYS-0107,run_cost,2029-12-24,MERIDIANHEALTH-MET-0067,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0068,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,69,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0068,39,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0068,VDR-00108,SYS-0108,productivity,2030-01-04,MERIDIANHEALTH-MET-0068,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0069,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,70,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0069,40,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0069,VDR-00109,SYS-0109,productivity,2030-01-15,MERIDIANHEALTH-MET-0069,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0070,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,71,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0070,41,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0070,VDR-00110,SYS-0110,run_cost,2030-01-26,MERIDIANHEALTH-MET-0070,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0071,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,72,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0071,42,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0071,VDR-00111,SYS-0111,productivity,2030-02-06,MERIDIANHEALTH-MET-0071,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0072,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,73,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0072,43,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0072,VDR-00112,SYS-0112,productivity,2030-02-17,MERIDIANHEALTH-MET-0072,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0073,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,74,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0073,44,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0001,VDR-00113,SYS-0113,run_cost,2030-02-28,MERIDIANHEALTH-MET-0073,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0074,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,75,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0074,45,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0002,VDR-00114,SYS-0114,productivity,2030-03-11,MERIDIANHEALTH-MET-0074,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0075,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,76,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0075,46,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0003,VDR-00115,SYS-0115,productivity,2030-03-22,MERIDIANHEALTH-MET-0075,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0076,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,77,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0076,47,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0004,VDR-00116,SYS-0116,run_cost,2030-04-02,MERIDIANHEALTH-MET-0076,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0077,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,78,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0077,48,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0005,VDR-00117,SYS-0117,productivity,2030-04-13,MERIDIANHEALTH-MET-0077,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0078,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,79,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0078,49,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0006,VDR-00118,SYS-0118,productivity,2030-04-24,MERIDIANHEALTH-MET-0078,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0079,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,80,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0079,50,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0007,VDR-00119,SYS-0119,run_cost,2030-05-05,MERIDIANHEALTH-MET-0079,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0080,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,81,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0080,51,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0008,VDR-00120,SYS-0120,productivity,2030-05-16,MERIDIANHEALTH-MET-0080,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0081,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,82,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0081,52,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0009,VDR-00121,SYS-0121,productivity,2030-05-27,MERIDIANHEALTH-MET-0081,finance attestation plus source-system telemetry
