integration_id,source_system,target_system,interface_type,protocol_or_standard,cadence,data_domain,avg_daily_volume,latency_sla_minutes,failure_rate_30d_pct,owning_team,control_gap,evidence_id
FIRSTCAPITAL-INT-0289,Microsoft Dynamics Customer 360,BlackRock Aladdin Performance Reporting,Streaming,SFTP batch,batch_daily,risk,724622,60,1.43,Integration & API Platform,none_reported,FC-EVID-004
FIRSTCAPITAL-INT-0290,Q2 Spreading Engine 2,Backbase Campaign Engine,ISO20022,ISO 20022 pacs/pain,intraday,cards,2514371,5,1.70,Integration & API Platform,none_reported,FC-EVID-034
FIRSTCAPITAL-INT-0291,BlackRock Aladdin Advisory Workstation 3,Collibra ML Serving 2,FHIR_NA,MQ Series,batch_daily,payments,2130946,15,1.28,Integration & API Platform,no_replay,FC-EVID-033
FIRSTCAPITAL-INT-0292,Thought Machine Loan Servicing 3,Kyriba Liquidity Monitor 3,Streaming,SFTP batch,batch_daily,risk,633179,60,1.79,Integration & API Platform,none_reported,FC-EVID-008
FIRSTCAPITAL-INT-0293,Thought Machine Account Master 4,Numerix Limits Manager 2,MQ,Kafka stream,streaming,treasury,3925739,5,1.21,Integration & API Platform,manual_repair,FC-EVID-022
FIRSTCAPITAL-INT-0294,Envestnet Advisory Workstation 2,Thought Machine Loan Servicing 2,File,SWIFT MT/MX,intraday,payments,3957954,1,0.68,Integration & API Platform,none_reported,FC-EVID-034
FIRSTCAPITAL-INT-0295,FIS Statements 2,Alkami Mobile Banking 2,Streaming,SFTP batch,streaming,core,2627090,15,1.06,Integration & API Platform,none_reported,FC-EVID-027
FIRSTCAPITAL-INT-0296,Moody's Stress Test Platform 3,Splunk Service Management 2,Streaming,SFTP batch,batch_daily,aml_fraud,3679510,240,1.73,Integration & API Platform,pii_in_payload,FC-EVID-018
FIRSTCAPITAL-INT-0297,Salesforce Customer 360 3,FedNow ISO 20022 Hub 3,ISO20022,ISO 20022 pacs/pain,streaming,aml_fraud,3785338,15,0.75,Integration & API Platform,none_reported,FC-EVID-029
FIRSTCAPITAL-INT-0298,SAS Transaction Monitoring 2,SAS Stress Test Platform,FHIR_NA,MQ Series,near_real_time,treasury,1133381,60,0.35,Integration & API Platform,none_reported,FC-EVID-033
FIRSTCAPITAL-INT-0299,Murex Market Risk VaR 3,Volante Wire Platform 3,Streaming,SFTP batch,streaming,risk,2594778,5,0.49,Integration & API Platform,none_reported,FC-EVID-003
FIRSTCAPITAL-INT-0300,Collibra Data Quality 2,Mastercard Rewards Engine 3,Streaming,SFTP batch,batch_daily,payments,2134002,60,0.62,Integration & API Platform,none_reported,FC-EVID-011
FIRSTCAPITAL-INT-0301,Kyriba Funding Desk,nCino Consumer LOS,Streaming,SFTP batch,batch_daily,customer,1984480,240,0.76,Integration & API Platform,none_reported,FC-EVID-039
FIRSTCAPITAL-INT-0302,Numerix Limits Manager 2,The Clearing House RTP/FedNow Gateway 3,FHIR_NA,MQ Series,batch_daily,risk,2579040,60,1.46,Integration & API Platform,none_reported,FC-EVID-021
FIRSTCAPITAL-INT-0303,SAS Stress Test Platform,dbt Labs Lakehouse Ingest,EDI,NACHA ACH,batch_daily,finance,3594268,60,1.67,Integration & API Platform,pii_in_payload,FC-EVID-003
FIRSTCAPITAL-INT-0304,Pega Onboarding Portal 2,Feedzai Fraud Scoring 3,File,SWIFT MT/MX,streaming,risk,4089155,240,1.75,Integration & API Platform,none_reported,FC-EVID-028
FIRSTCAPITAL-INT-0305,ServiceNow CMDB,Kyriba Liquidity Monitor 2,ISO20022,ISO 20022 pacs/pain,near_real_time,cards,3319112,15,1.30,Integration & API Platform,none_reported,FC-EVID-014
FIRSTCAPITAL-INT-0306,Temenos Interest Engine 3,Blend Commercial Origination 3,Streaming,SFTP batch,intraday,payments,3065992,60,1.59,Integration & API Platform,none_reported,FC-EVID-001
FIRSTCAPITAL-INT-0307,FedNow Zelle Connector 2,Thought Machine Account Master 2,Streaming,SFTP batch,streaming,finance,3984542,15,1.68,Integration & API Platform,none_reported,FC-EVID-040
FIRSTCAPITAL-INT-0308,Volante Bill Pay 2,Fiserv Statements 4,API,REST/JSON OAuth2,near_real_time,aml_fraud,4017357,15,0.37,Integration & API Platform,none_reported,FC-EVID-009
FIRSTCAPITAL-INT-0309,FIS GL Posting Engine,Blend Spreading Engine 3,FHIR_NA,MQ Series,near_real_time,aml_fraud,3127231,1,1.05,Integration & API Platform,none_reported,FC-EVID-005
FIRSTCAPITAL-INT-0310,ACI Worldwide ISO 20022 Hub,SAS Sanctions Screening,Streaming,SFTP batch,near_real_time,payments,2659106,240,0.08,Integration & API Platform,none_reported,FC-EVID-007
FIRSTCAPITAL-INT-0311,Q2 Digital Onboarding 2,Blend Spreading Engine 3,API,REST/JSON OAuth2,near_real_time,treasury,944287,240,0.93,Integration & API Platform,none_reported,FC-EVID-006
FIRSTCAPITAL-INT-0312,Blend Decisioning 2,Temenos Branch Teller 2,FHIR_NA,MQ Series,intraday,aml_fraud,3360010,60,0.42,Integration & API Platform,none_reported,FC-EVID-005
FIRSTCAPITAL-INT-0313,ACI Worldwide SWIFT Gateway 2,Microsoft Dynamics Customer 360,EDI,NACHA ACH,batch_daily,customer,344462,15,1.59,Integration & API Platform,none_reported,FC-EVID-039
FIRSTCAPITAL-INT-0314,Envestnet Performance Reporting 2,SAS Credit Risk Engine,MQ,Kafka stream,batch_daily,payments,622952,15,1.76,Integration & API Platform,pii_in_payload,FC-EVID-006
FIRSTCAPITAL-INT-0315,TSYS Card Issuance 4,Collibra Feature Store 2,ISO20022,ISO 20022 pacs/pain,batch_daily,core,2964195,1,0.04,Integration & API Platform,none_reported,FC-EVID-034
FIRSTCAPITAL-INT-0316,nCino Covenant Tracker,Thought Machine Loan Servicing,EDI,NACHA ACH,intraday,payments,1598434,240,1.08,Integration & API Platform,none_reported,FC-EVID-009
FIRSTCAPITAL-INT-0317,Volante Bill Pay,Murex ALM Engine,Streaming,SFTP batch,batch_daily,finance,1942504,15,0.21,Integration & API Platform,none_reported,FC-EVID-018
FIRSTCAPITAL-INT-0318,Marqeta Statement & Billing 3,Visa DPS Card Authorization 2,EDI,NACHA ACH,streaming,treasury,900822,5,0.35,Integration & API Platform,none_reported,FC-EVID-031
FIRSTCAPITAL-INT-0319,Blend Decisioning 2,Numerix CCAR Workbench 2,ISO20022,ISO 20022 pacs/pain,batch_daily,aml_fraud,151747,60,0.13,Integration & API Platform,none_reported,FC-EVID-009
FIRSTCAPITAL-INT-0320,Featurespace Transaction Monitoring,FIS Covenant Tracker 2,File,SWIFT MT/MX,streaming,risk,1935508,5,1.75,Integration & API Platform,none_reported,FC-EVID-027
