tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,program_id,business_owner,technology_owner,executive_sponsor,phase,budget_usd,spend_to_date_usd,expected_value_usd,realized_value_usd,value_basis,status,target_date,dependencies,risks,decision_needed
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0001,Fleet Renewal Program,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0001,COO,VP Enterprise Applications,CIO,Scaling,1200000,450000,1800000,300000,rag=Red; sponsor=Board Technology Committee; ai=N,On track,2026-12-31,rag=Red; sponsor=Board Technology Committee; ai=N,rag=Red; sponsor=Board Technology Committee; ai=N,rag=Red; sponsor=Board Technology Committee; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-003,Enterprise CDP Selection and Identity Graph value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,16,2026-06-18,2026-01-01,2026-07-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-003,COO,VP Enterprise Applications,CIO,Enterprise CDP Selection and Identity Graph value realization,16780000,8978000,19840000,6040000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-07-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-004,Mainframe API and Event Bridge case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,17,2026-06-18,2026-01-01,2026-04-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-004,CFO,Chief Data Officer,COO,Mainframe API and Event Bridge case,16875000,9030000,19950000,6075000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-04-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-004,Mainframe API and Event Bridge pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,18,2026-06-18,2026-01-01,2026-05-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-004,CIO,VP Infrastructure,CFO,Mainframe API and Event Bridge pilot,16970000,9082000,20060000,6110000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-05-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-004,Mainframe API and Event Bridge control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,19,2026-06-18,2026-01-01,2026-06-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-004,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Mainframe API and Event Bridge control gate,17065000,9134000,20170000,6145000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-06-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-004,Mainframe API and Event Bridge scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,20,2026-06-18,2026-01-01,2026-07-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-004,COO,VP Enterprise Applications,CIO,Mainframe API and Event Bridge scale gate,17160000,9186000,20280000,6180000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-07-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-004,Mainframe API and Event Bridge value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,21,2026-06-18,2026-01-01,2026-08-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-004,CFO,Chief Data Officer,COO,Mainframe API and Event Bridge value realization,17255000,9238000,20390000,6215000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-08-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-005,Teradata Vantage Workload Rationalization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,22,2026-06-18,2026-01-01,2026-05-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-005,CIO,VP Infrastructure,CFO,Teradata Vantage Workload Rationalization case,17350000,9290000,20500000,6250000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-05-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-005,Teradata Vantage Workload Rationalization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,23,2026-06-18,2026-01-01,2026-06-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-005,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Teradata Vantage Workload Rationalization pilot,17445000,9342000,20610000,6285000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-06-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-005,Teradata Vantage Workload Rationalization control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,24,2026-06-18,2026-01-01,2026-07-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-005,COO,VP Enterprise Applications,CIO,Teradata Vantage Workload Rationalization control gate,17540000,9394000,20720000,6320000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",blocked,2026-07-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-005,Teradata Vantage Workload Rationalization scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,25,2026-06-18,2026-01-01,2026-08-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-005,CFO,Chief Data Officer,COO,Teradata Vantage Workload Rationalization scale gate,17635000,9446000,20830000,6355000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-08-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-005,Teradata Vantage Workload Rationalization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,26,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-005,CIO,VP Infrastructure,CFO,Teradata Vantage Workload Rationalization value realization,17730000,9498000,20940000,6390000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-09-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-006,Crew Recovery Optimization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,27,2026-06-18,2026-01-01,2026-06-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-006,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Crew Recovery Optimization case,17825000,9550000,21050000,6425000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-06-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-006,Crew Recovery Optimization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,28,2026-06-18,2026-01-01,2026-07-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-006,COO,VP Enterprise Applications,CIO,Crew Recovery Optimization pilot,17920000,9602000,21160000,6460000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-07-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-006,Crew Recovery Optimization control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,29,2026-06-18,2026-01-01,2026-08-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-006,CFO,Chief Data Officer,COO,Crew Recovery Optimization control gate,18015000,9654000,21270000,6495000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-08-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-006,Crew Recovery Optimization scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,30,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-006,CIO,VP Infrastructure,CFO,Crew Recovery Optimization scale gate,18110000,9706000,21380000,6530000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-09-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-006,Crew Recovery Optimization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,31,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-006,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Crew Recovery Optimization value realization,18205000,9758000,21490000,6565000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-10-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-007,Baggage Exception Prediction case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,32,2026-06-18,2026-01-01,2026-07-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-007,COO,VP Enterprise Applications,CIO,Baggage Exception Prediction case,18300000,9810000,21600000,6600000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-07-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-007,Baggage Exception Prediction pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,33,2026-06-18,2026-01-01,2026-08-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-007,CFO,Chief Data Officer,COO,Baggage Exception Prediction pilot,18395000,9862000,21710000,6635000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-08-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-007,Baggage Exception Prediction control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,34,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-007,CIO,VP Infrastructure,CFO,Baggage Exception Prediction control gate,18490000,9914000,21820000,6670000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-09-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-007,Baggage Exception Prediction scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,35,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-007,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Baggage Exception Prediction scale gate,18585000,9966000,21930000,6705000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-10-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-007,Baggage Exception Prediction value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,36,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-007,COO,VP Enterprise Applications,CIO,Baggage Exception Prediction value realization,18680000,10018000,22040000,6740000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-11-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-008,MRO Predictive Maintenance Agent case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,37,2026-06-18,2026-01-01,2026-08-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-008,CFO,Chief Data Officer,COO,MRO Predictive Maintenance Agent case,18775000,10070000,22150000,6775000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-08-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-008,MRO Predictive Maintenance Agent pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,38,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-008,CIO,VP Infrastructure,CFO,MRO Predictive Maintenance Agent pilot,18870000,10122000,22260000,6810000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-09-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-008,MRO Predictive Maintenance Agent control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,39,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-008,Chief Commercial Officer,Head of AI Enablement,Executive Committee,MRO Predictive Maintenance Agent control gate,18965000,10174000,22370000,6845000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-10-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-008,MRO Predictive Maintenance Agent scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,40,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-008,COO,VP Enterprise Applications,CIO,MRO Predictive Maintenance Agent scale gate,19060000,10226000,22480000,6880000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-11-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-008,MRO Predictive Maintenance Agent value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,41,2026-06-18,2026-01-01,2026-12-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-008,CFO,Chief Data Officer,COO,MRO Predictive Maintenance Agent value realization,19155000,10278000,22590000,6915000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-12-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-009,Contact Center Agent Assist case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,42,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-009,CIO,VP Infrastructure,CFO,Contact Center Agent Assist case,19250000,10330000,22700000,6950000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-09-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-009,Contact Center Agent Assist pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,43,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-009,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Contact Center Agent Assist pilot,19345000,10382000,22810000,6985000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-10-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-009,Contact Center Agent Assist control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,44,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-009,COO,VP Enterprise Applications,CIO,Contact Center Agent Assist control gate,19440000,10434000,22920000,7020000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",blocked,2026-11-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-009,Contact Center Agent Assist scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,45,2026-06-18,2026-01-01,2026-12-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-009,CFO,Chief Data Officer,COO,Contact Center Agent Assist scale gate,19535000,10486000,23030000,7055000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-12-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-009,Contact Center Agent Assist value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,46,2026-06-18,2026-01-01,2026-01-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-009,CIO,VP Infrastructure,CFO,Contact Center Agent Assist value realization,19630000,10538000,23140000,7090000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-01-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-010,Engineering Productivity AI case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,47,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-010,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Engineering Productivity AI case,19725000,10590000,23250000,7125000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-10-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-010,Engineering Productivity AI pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,48,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-010,COO,VP Enterprise Applications,CIO,Engineering Productivity AI pilot,19820000,10642000,23360000,7160000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-11-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
