tenant_key,contract_id,vendor_name,as_of_date,synthetic_policy,incident_id,opened_date,severity,affected_service,short_description,resolution_hours,sla_met,root_cause_family,dataset_version
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00206,2026-08-01,P2,Tableau extract,Synthetic incident 206: data mismatch,16,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00207,2026-09-01,P3,Power BI gateway,Synthetic incident 207: access issue,16.7,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00208,2026-10-01,P3,SAS batch,Synthetic incident 208: failed batch,17.4,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00209,2026-11-01,P4,claims feed,Synthetic incident 209: dashboard timeout,18.1,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00210,2026-12-01,P4,provider dashboard,Synthetic incident 210: missing source file,18.8,false,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00211,2027-01-01,P2,SQL mart refresh,Synthetic incident 211: late refresh,19.5,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00212,2027-02-01,P3,Tableau extract,Synthetic incident 212: data mismatch,20.2,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00213,2027-03-01,P3,Power BI gateway,Synthetic incident 213: access issue,20.9,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00214,2027-04-01,P4,SAS batch,Synthetic incident 214: failed batch,21.6,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00215,2027-05-01,P4,claims feed,Synthetic incident 215: dashboard timeout,22.3,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00216,2027-06-01,P2,provider dashboard,Synthetic incident 216: missing source file,23,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00217,2026-07-01,P3,SQL mart refresh,Synthetic incident 217: late refresh,23.7,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00218,2026-08-01,P3,Tableau extract,Synthetic incident 218: data mismatch,24.4,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00219,2026-09-01,P4,Power BI gateway,Synthetic incident 219: access issue,25.1,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00220,2026-10-01,P4,SAS batch,Synthetic incident 220: failed batch,25.8,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00221,2026-11-01,P2,claims feed,Synthetic incident 221: dashboard timeout,26.5,false,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00222,2026-12-01,P3,provider dashboard,Synthetic incident 222: missing source file,27.2,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00223,2027-01-01,P3,SQL mart refresh,Synthetic incident 223: late refresh,2,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00224,2027-02-01,P4,Tableau extract,Synthetic incident 224: data mismatch,2.7,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00225,2027-03-01,P4,Power BI gateway,Synthetic incident 225: access issue,3.4,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00226,2027-04-01,P2,SAS batch,Synthetic incident 226: failed batch,4.1,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00227,2027-05-01,P3,claims feed,Synthetic incident 227: dashboard timeout,4.8,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00228,2027-06-01,P3,provider dashboard,Synthetic incident 228: missing source file,5.5,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00229,2026-07-01,P4,SQL mart refresh,Synthetic incident 229: late refresh,6.2,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00230,2026-08-01,P4,Tableau extract,Synthetic incident 230: data mismatch,6.9,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00231,2026-09-01,P2,Power BI gateway,Synthetic incident 231: access issue,7.6,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00232,2026-10-01,P3,SAS batch,Synthetic incident 232: failed batch,8.3,false,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00233,2026-11-01,P3,claims feed,Synthetic incident 233: dashboard timeout,9,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00234,2026-12-01,P4,provider dashboard,Synthetic incident 234: missing source file,9.7,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00235,2027-01-01,P4,SQL mart refresh,Synthetic incident 235: late refresh,10.4,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00236,2027-02-01,P2,Tableau extract,Synthetic incident 236: data mismatch,11.1,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00237,2027-03-01,P3,Power BI gateway,Synthetic incident 237: access issue,11.8,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00238,2027-04-01,P3,SAS batch,Synthetic incident 238: failed batch,12.5,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00239,2027-05-01,P4,claims feed,Synthetic incident 239: dashboard timeout,13.2,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00240,2027-06-01,P4,provider dashboard,Synthetic incident 240: missing source file,13.9,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00241,2026-07-01,P2,SQL mart refresh,Synthetic incident 241: late refresh,14.6,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00242,2026-08-01,P3,Tableau extract,Synthetic incident 242: data mismatch,15.3,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00243,2026-09-01,P3,Power BI gateway,Synthetic incident 243: access issue,16,false,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00244,2026-10-01,P4,SAS batch,Synthetic incident 244: failed batch,16.7,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00245,2026-11-01,P4,claims feed,Synthetic incident 245: dashboard timeout,17.4,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00246,2026-12-01,P2,provider dashboard,Synthetic incident 246: missing source file,18.1,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00247,2027-01-01,P3,SQL mart refresh,Synthetic incident 247: late refresh,18.8,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00248,2027-02-01,P3,Tableau extract,Synthetic incident 248: data mismatch,19.5,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00249,2027-03-01,P4,Power BI gateway,Synthetic incident 249: access issue,20.2,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00250,2027-04-01,P4,SAS batch,Synthetic incident 250: failed batch,20.9,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00251,2027-05-01,P2,claims feed,Synthetic incident 251: dashboard timeout,21.6,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00252,2027-06-01,P3,provider dashboard,Synthetic incident 252: missing source file,22.3,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00253,2026-07-01,P3,SQL mart refresh,Synthetic incident 253: late refresh,23,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00254,2026-08-01,P4,Tableau extract,Synthetic incident 254: data mismatch,23.7,false,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00255,2026-09-01,P4,Power BI gateway,Synthetic incident 255: access issue,24.4,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00256,2026-10-01,P2,SAS batch,Synthetic incident 256: failed batch,25.1,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00257,2026-11-01,P3,claims feed,Synthetic incident 257: dashboard timeout,25.8,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00258,2026-12-01,P3,provider dashboard,Synthetic incident 258: missing source file,26.5,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00259,2027-01-01,P4,SQL mart refresh,Synthetic incident 259: late refresh,27.2,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00260,2027-02-01,P4,Tableau extract,Synthetic incident 260: data mismatch,2,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00261,2027-03-01,P2,Power BI gateway,Synthetic incident 261: access issue,2.7,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00262,2027-04-01,P3,SAS batch,Synthetic incident 262: failed batch,3.4,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00263,2027-05-01,P3,claims feed,Synthetic incident 263: dashboard timeout,4.1,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00264,2027-06-01,P4,provider dashboard,Synthetic incident 264: missing source file,4.8,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00265,2026-07-01,P4,SQL mart refresh,Synthetic incident 265: late refresh,5.5,false,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00266,2026-08-01,P2,Tableau extract,Synthetic incident 266: data mismatch,6.2,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00267,2026-09-01,P3,Power BI gateway,Synthetic incident 267: access issue,6.9,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00268,2026-10-01,P3,SAS batch,Synthetic incident 268: failed batch,7.6,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00269,2026-11-01,P4,claims feed,Synthetic incident 269: dashboard timeout,8.3,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00270,2026-12-01,P4,provider dashboard,Synthetic incident 270: missing source file,9,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00271,2027-01-01,P2,SQL mart refresh,Synthetic incident 271: late refresh,9.7,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00272,2027-02-01,P3,Tableau extract,Synthetic incident 272: data mismatch,10.4,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00273,2027-03-01,P3,Power BI gateway,Synthetic incident 273: access issue,11.1,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00274,2027-04-01,P4,SAS batch,Synthetic incident 274: failed batch,11.8,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00275,2027-05-01,P4,claims feed,Synthetic incident 275: dashboard timeout,12.5,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00276,2027-06-01,P2,provider dashboard,Synthetic incident 276: missing source file,13.2,false,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00277,2026-07-01,P3,SQL mart refresh,Synthetic incident 277: late refresh,13.9,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00278,2026-08-01,P3,Tableau extract,Synthetic incident 278: data mismatch,14.6,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00279,2026-09-01,P4,Power BI gateway,Synthetic incident 279: access issue,15.3,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00280,2026-10-01,P4,SAS batch,Synthetic incident 280: failed batch,16,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00281,2026-11-01,P2,claims feed,Synthetic incident 281: dashboard timeout,16.7,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00282,2026-12-01,P3,provider dashboard,Synthetic incident 282: missing source file,17.4,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00283,2027-01-01,P3,SQL mart refresh,Synthetic incident 283: late refresh,18.1,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00284,2027-02-01,P4,Tableau extract,Synthetic incident 284: data mismatch,18.8,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00285,2027-03-01,P4,Power BI gateway,Synthetic incident 285: access issue,19.5,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00286,2027-04-01,P2,SAS batch,Synthetic incident 286: failed batch,20.2,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00287,2027-05-01,P3,claims feed,Synthetic incident 287: dashboard timeout,20.9,false,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00288,2027-06-01,P3,provider dashboard,Synthetic incident 288: missing source file,21.6,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00289,2026-07-01,P4,SQL mart refresh,Synthetic incident 289: late refresh,22.3,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00290,2026-08-01,P4,Tableau extract,Synthetic incident 290: data mismatch,23,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00291,2026-09-01,P2,Power BI gateway,Synthetic incident 291: access issue,23.7,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00292,2026-10-01,P3,SAS batch,Synthetic incident 292: failed batch,24.4,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00293,2026-11-01,P3,claims feed,Synthetic incident 293: dashboard timeout,25.1,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00294,2026-12-01,P4,provider dashboard,Synthetic incident 294: missing source file,25.8,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00295,2027-01-01,P4,SQL mart refresh,Synthetic incident 295: late refresh,26.5,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00296,2027-02-01,P2,Tableau extract,Synthetic incident 296: data mismatch,27.2,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00297,2027-03-01,P3,Power BI gateway,Synthetic incident 297: access issue,2,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00298,2027-04-01,P3,SAS batch,Synthetic incident 298: failed batch,2.7,false,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00299,2027-05-01,P4,claims feed,Synthetic incident 299: dashboard timeout,3.4,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00300,2027-06-01,P4,provider dashboard,Synthetic incident 300: missing source file,4.1,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00301,2026-07-01,P2,SQL mart refresh,Synthetic incident 301: late refresh,4.8,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00302,2026-08-01,P3,Tableau extract,Synthetic incident 302: data mismatch,5.5,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00303,2026-09-01,P3,Power BI gateway,Synthetic incident 303: access issue,6.2,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00304,2026-10-01,P4,SAS batch,Synthetic incident 304: failed batch,6.9,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00305,2026-11-01,P4,claims feed,Synthetic incident 305: dashboard timeout,7.6,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00306,2026-12-01,P2,provider dashboard,Synthetic incident 306: missing source file,8.3,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00307,2027-01-01,P3,SQL mart refresh,Synthetic incident 307: late refresh,9,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00308,2027-02-01,P3,Tableau extract,Synthetic incident 308: data mismatch,9.7,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
