tenant_key,contract_id,vendor_name,as_of_date,synthetic_policy,invoice_line_id,invoice_number,period_month,line_type,description,amount_usd,cost_center,po_number,matched_to_contract,dataset_version
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0184,INV-2024-11-031,2024-11-01,credit_memo,credit memo line for 2024-11-01,0,Clinical Quality,PO-LAAMS-2024,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0185,INV-2024-12-031,2024-12-01,transition_support,transition support line for 2024-12-01,6200,D&A Ops,PO-LAAMS-2024,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0186,INV-2025-01-031,2025-01-01,surge_pool,surge pool line for 2025-01-01,3800,Claims Ops,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0187,INV-2025-02-032,2025-02-01,base_fee,base fee line for 2025-02-01,109027.78,Finance Analytics,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0188,INV-2025-03-032,2025-03-01,change_order,change order line for 2025-03-01,13750,Clinical Quality,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0189,INV-2025-04-032,2025-04-01,pass_through,pass through line for 2025-04-01,1250,D&A Ops,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0190,INV-2025-05-032,2025-05-01,credit_memo,credit memo line for 2025-05-01,0,Claims Ops,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0191,INV-2025-06-032,2025-06-01,transition_support,transition support line for 2025-06-01,6200,Finance Analytics,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0192,INV-2025-07-032,2025-07-01,surge_pool,surge pool line for 2025-07-01,3800,Clinical Quality,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0193,INV-2025-08-033,2025-08-01,base_fee,base fee line for 2025-08-01,109027.78,D&A Ops,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0194,INV-2025-09-033,2025-09-01,change_order,change order line for 2025-09-01,11500,Claims Ops,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0195,INV-2025-10-033,2025-10-01,pass_through,pass through line for 2025-10-01,1250,Finance Analytics,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0196,INV-2025-11-033,2025-11-01,credit_memo,credit memo line for 2025-11-01,0,Clinical Quality,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0197,INV-2025-12-033,2025-12-01,transition_support,transition support line for 2025-12-01,6200,D&A Ops,PO-LAAMS-2025,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0198,INV-2026-01-033,2026-01-01,surge_pool,surge pool line for 2026-01-01,3800,Claims Ops,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0199,INV-2026-02-034,2026-02-01,base_fee,base fee line for 2026-02-01,109027.78,Finance Analytics,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0200,INV-2026-03-034,2026-03-01,change_order,change order line for 2026-03-01,9250,Clinical Quality,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0201,INV-2026-04-034,2026-04-01,pass_through,pass through line for 2026-04-01,1250,D&A Ops,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0202,INV-2026-05-034,2026-05-01,credit_memo,credit memo line for 2026-05-01,0,Claims Ops,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0203,INV-2026-06-034,2026-06-01,transition_support,transition support line for 2026-06-01,6200,Finance Analytics,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0204,INV-2026-07-034,2026-07-01,surge_pool,surge pool line for 2026-07-01,3800,Clinical Quality,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0205,INV-2026-08-035,2026-08-01,base_fee,base fee line for 2026-08-01,109027.78,D&A Ops,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0206,INV-2026-09-035,2026-09-01,change_order,change order line for 2026-09-01,13750,Claims Ops,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0207,INV-2026-10-035,2026-10-01,pass_through,pass through line for 2026-10-01,1250,Finance Analytics,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0208,INV-2026-11-035,2026-11-01,credit_memo,credit memo line for 2026-11-01,0,Clinical Quality,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0209,INV-2026-12-035,2026-12-01,transition_support,transition support line for 2026-12-01,6200,D&A Ops,PO-LAAMS-2026,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0210,INV-2027-01-035,2027-01-01,surge_pool,surge pool line for 2027-01-01,3800,Claims Ops,PO-LAAMS-2027,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0211,INV-2027-02-036,2027-02-01,base_fee,base fee line for 2027-02-01,109027.78,Finance Analytics,PO-LAAMS-2027,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0212,INV-2027-03-036,2027-03-01,change_order,change order line for 2027-03-01,11500,Clinical Quality,PO-LAAMS-2027,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0213,INV-2027-04-036,2027-04-01,pass_through,pass through line for 2027-04-01,1250,D&A Ops,PO-LAAMS-2027,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0214,INV-2027-05-036,2027-05-01,credit_memo,credit memo line for 2027-05-01,0,Claims Ops,PO-LAAMS-2027,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0215,INV-2027-06-036,2027-06-01,transition_support,transition support line for 2027-06-01,6200,Finance Analytics,PO-LAAMS-2027,true,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INV-LAAMS-0216,INV-2027-07-036,2027-07-01,surge_pool,surge pool line for 2027-07-01,3800,Clinical Quality,PO-LAAMS-2027,true,meridian-laams-new-event-rich-v2-20260908
